ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΔΡΙΤΣΕΛΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΞΑΦΟΣ ΑΘΑΝΑΣΙΟΣ του Αγγελου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Αποστόλου,ΣΙΜΟΡΕΛΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΣΤΑΜΟΥ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΧΑΡΤΟΠΟΥΛΟΥ ΠΕΡΙΣΤΕΡΑ (ΠΕΡΥ) του Μενέλαου,Νέα Δημοκρατία,ΒΛΑΧΟΓΙΑΝΝΗΣ ΗΛΙΑΣ του Γεωργίου,ΓΑΛΛΟΥ-ΔΑΛΚΑΦΟΥΚΗ ΧΡΥΣΑΝΘΗ του Αθανασίου,ΛΙΟΥΤΑΣ ΑΘΑΝΑΣΙΟΣ του Αχιλλέως,ΠΑΠΑΚΩΣΤΑ-ΠΑΛΙΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΡΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΧΑΤΖΗΓΑΚΗΣ ΜΙΧΑΗΛ (ΜΙΚΕΛΗΣ) του Σωτηρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΩΣΤΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΜΙΣΙΑΚΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΜΠΑΜΠΟΥΡΔΑ ΠΑΝΑΓΙΩΤΑ του Αγγελή,ΠΑΡΔΑΛΗΣ ΓΕΩΡΓΙΟΣ του Στεργίου,ΤΣΕΚΟΥΡΑ ΑΓΓΕΛΙΚΗ του Νικολάου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΦΩΤΕΙΝΗ του Θεόφιλου,ΗΛΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Προκοπίου,ΜΠΛΕΤΣΑΣ ΣΩΤΗΡΙΟΣ του Σεραφείμ,ΝΤΙΝΤΗ ΧΡΙΣΤΟΥΛΑ (ΧΡΥΣΑ) του Κωνσταντίνου,ΠΑΠΑΕΥΘΥΜΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΦΑΜΙΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σωτηρίου,Κ.Κ.Ε.,ΚΑΪΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΚΑΝΤΑΡΤΖΗΣ ΑΧΙΛΛΕΑΣ του Κλεομένη,ΚΑΠΕΤΗ ΓΕΩΡΓΙΑ του Παντελή,ΛΙΑΤΙΦΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΤΟΥΡΛΙΟΣ ΛΑΜΠΡΟΣ του Νικολάου,ΠΕΤΡΑΚΗ ΕΙΡΗΝΗ του Αντωνίου,Ένωση Κεντρώων,ΑΚΡΙΒΟΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΕΚΟΥΤΣΙΔΗ ΜΑΡΙΑ του Σαββελίου,ΜΑΝΤΖΑΝΑ ΒΑΣΙΛΙΚΗ του Αχιλλέα,ΜΗΤΣΙΟΣ ΜΑΡΙΟΣ του Ναπολέοντος,ΣΑΡΤΑΜΠΑΚΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΔΡΑΓΟΥΤΑ ΜΑΡΙΑ του Παύλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΡΕΚΑΤΕΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΣΑΒΒΟΥΛΙΔΗ ΣΟΥΛΤΑΝΑ του Ευαγγέλου,ΤΑΧΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Δημητρίου,ΤΣΟΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΣΤΕΦΑΝΟΣ του Βασιλείου,Ελληνική Λύση - Κ. Βελόπουλος,ΜΑΓΚΟΥΤΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΑΝΑΓΟΥ ΚΩΝΣΤΑΝΤΙΑ του Στυλιανού,ΠΙΝΙΑΡΑ ΑΓΓΕΛΙΚΗ του Αθανασίου,ΣΒΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΑΣΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΤΣΙΟΥΜΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΖΟΛΩΤΑ ΕΥΑΓΓΕΛΗ (ΕΛΙΖΑ) του Γεωργίου,ΜΠΑΛΑΦΑΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΣΑΠΟΥΝΑ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,ΤΟΥΦΕΞΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΑΝΝΑ του Πολυχρόνη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΖΑΝΑΚΗΣ ΦΙΛΙΠΠΟΣ του Ιωάννη,ΚΑΝΤΑΚΟΥ ΑΝΔΡΟΜΑΧΗ του Φωτίου,Λαϊκή Ενότητα,ΧΟΝΔΡΟΥΛΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜέΡΑ25,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΠΑΝΤΑΖΩΝΗ ΦΩΤΕΙΝΗ (ΦΕΝΙΑ) του Φωκίωνος,ΤΡΙΑΝΤΑΦΥΛΛΟΣ ΝΙΚΟΛΑΟΣ του Θαλή,ΧΟΥΤΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΛΑΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΓΚΙΟΞΑΡΗ ΒΑΡΒΑΡΑ του Ελευθερίου,ΜΠΑΡΤΖΙΩΚΑΣ ΑΘΑΝΑΣΙΟΣ του Γρηγορίου,ΣΕΠΥΡΓΙΩΤΗ ΑΓΓΕΛΙΚΗ του Ευσταθίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΖΩΓΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου
24 - Τρικάλων,51 E.T. Δήμου Μετεώρων,286,202,1,3,4,198,47,18,1,10,19,2,21,98,24,2,8,51,44,27,7,0,6,1,0,4,23,1,8,1,3,8,13,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,9,2,0,0,1,0,0,0,0,0,1,0
24 - Τρικάλων,52 E.T. Δήμου Μετεώρων,386,212,3,0,3,209,67,22,3,21,11,2,18,82,7,7,10,54,31,13,3,0,2,0,0,0,46,0,13,0,3,37,6,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,53 E.T. Δήμου Μετεώρων,370,210,1,0,1,209,36,15,2,18,5,1,7,138,23,10,21,56,62,66,2,0,1,0,1,0,12,3,2,1,3,2,8,10,7,5,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,2,1
24 - Τρικάλων,54 E.T. Δήμου Μετεώρων,313,184,0,0,0,184,76,37,7,33,12,4,19,83,50,8,16,23,40,16,1,0,0,0,1,1,18,1,4,7,11,1,8,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,55 E.T. Δήμου Μετεώρων,358,210,1,0,1,209,52,18,6,23,13,4,9,121,47,3,21,58,59,19,5,2,3,1,0,1,19,3,5,1,12,3,10,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1
24 - Τρικάλων,56 E.T. Δήμου Μετεώρων,480,271,2,1,3,268,95,22,8,21,33,9,22,120,24,4,31,37,73,28,4,1,0,0,0,0,34,2,25,2,12,9,7,6,2,3,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,1,0,0,0,0,0,0
24 - Τρικάλων,57 E.T. Δήμου Μετεώρων,527,295,6,1,7,288,67,11,2,27,28,7,14,174,20,5,67,54,90,46,3,1,0,1,1,0,29,3,17,2,12,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,1
24 - Τρικάλων,58 E.T. Δήμου Μετεώρων,482,178,1,1,2,176,56,29,11,17,14,7,9,66,4,5,10,40,52,8,12,1,11,1,1,1,27,6,6,2,19,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,2,2,2,0,2,0,1,1
24 - Τρικάλων,59 E.T. Δήμου Μετεώρων,487,169,1,1,2,167,48,21,5,14,10,6,7,80,14,2,6,62,56,3,14,1,14,2,0,2,12,2,4,0,5,1,4,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24 - Τρικάλων,60 E.T. Δήμου Μετεώρων,482,185,0,3,3,182,66,35,1,27,21,6,4,68,7,7,10,44,44,5,10,0,10,1,0,2,22,4,9,4,6,5,8,5,2,1,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1
24 - Τρικάλων,61 E.T. Δήμου Μετεώρων,345,145,8,0,8,137,35,18,5,10,6,1,7,74,15,0,18,42,25,6,5,0,4,1,1,1,5,0,4,0,0,5,0,5,3,3,0,0,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,7,7,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,62 E.T. Δήμου Μετεώρων,454,200,0,0,0,200,62,16,8,18,26,6,5,72,23,8,19,19,36,27,4,1,4,0,0,0,45,18,7,0,26,14,8,6,4,4,0,2,0,0,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,2
24 - Τρικάλων,63 E.T. Δήμου Μετεώρων,393,197,0,0,0,197,57,28,5,22,12,5,8,72,22,0,16,27,40,21,5,2,2,1,1,2,29,4,16,1,5,7,7,11,5,4,3,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,2,0,2,3,1,0,1,0,0,1,0,0,0,0,0,1,0,5,1,0,2,1,0,0,0,0,0,1,1
24 - Τρικάλων,64 E.T. Δήμου Μετεώρων,397,177,2,4,6,171,72,27,11,34,12,7,20,55,26,3,14,16,30,7,3,0,1,1,0,1,12,1,9,1,4,1,1,16,2,9,4,6,0,3,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,1,0,0,0,0,0,2,1
24 - Τρικάλων,65 E.T. Δήμου Μετεώρων,382,175,6,0,6,169,55,23,1,12,29,3,5,49,16,9,16,18,12,8,3,0,3,0,0,0,45,1,17,0,3,12,24,7,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,66 E.T. Δήμου Μετεώρων,164,89,2,0,2,87,40,15,3,17,13,4,8,20,4,2,6,7,8,5,3,1,1,1,1,1,16,3,1,0,7,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0
24 - Τρικάλων,67 E.T. Δήμου Μετεώρων,275,156,0,1,1,155,51,19,10,16,22,5,5,49,24,11,8,9,32,9,1,0,0,0,1,0,14,5,4,1,1,5,7,30,27,29,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,4,0,2,0,0,1,1,0,0,0,0,0,0,0
24 - Τρικάλων,68 E.T. Δήμου Μετεώρων,144,80,1,1,2,78,14,3,2,10,6,0,0,47,10,6,21,19,25,3,2,2,1,1,0,0,7,0,6,0,0,2,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,69 E.T. Δήμου Μετεώρων,411,187,0,0,0,187,84,31,9,26,53,6,5,46,20,10,5,9,28,5,2,0,2,0,0,0,17,4,5,2,7,2,8,23,14,17,2,1,2,1,3,3,0,1,2,0,0,0,1,0,1,0,1,0,0,0,4,3,2,0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,1,1,0,1,1,0,2,2
24 - Τρικάλων,70 E.T. Δήμου Μετεώρων,374,148,3,0,3,145,48,12,5,20,15,4,4,69,13,41,6,6,27,17,0,0,0,0,0,0,10,1,5,3,0,2,3,9,1,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
24 - Τρικάλων,71 E.T. Δήμου Μετεώρων,296,131,0,2,2,129,44,15,6,15,15,7,11,54,8,32,11,8,18,10,2,0,0,0,0,1,6,2,2,0,1,0,0,12,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0
24 - Τρικάλων,72 E.T. Δήμου Μετεώρων,282,121,4,0,4,117,24,4,3,3,6,3,2,76,7,54,9,27,27,7,0,0,0,0,0,0,12,0,6,0,4,8,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,73 E.T. Δήμου Μετεώρων,388,188,3,0,3,185,60,17,10,21,13,3,12,58,14,8,6,17,31,12,2,0,0,0,0,0,22,3,6,0,7,9,6,36,7,25,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,74 E.T. Δήμου Μετεώρων,293,124,3,1,4,120,48,9,2,24,14,1,5,47,11,10,12,14,12,6,0,0,0,0,0,0,3,0,0,0,1,0,1,16,1,14,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,2
24 - Τρικάλων,75 E.T. Δήμου Μετεώρων,312,124,1,0,1,123,55,19,6,19,16,11,11,38,19,3,9,4,16,5,1,1,0,1,0,0,8,3,0,1,4,2,3,12,0,9,1,6,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,2,0,0,0,0,0,0,0
24 - Τρικάλων,76 E.T. Δήμου Μετεώρων,403,174,3,0,3,171,62,24,4,17,11,13,5,52,10,2,13,29,30,8,2,0,0,0,0,0,27,6,7,0,5,7,15,9,7,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,2,0,1,1,0,0,0,0,0,3,1
24 - Τρικάλων,77 E.T. Δήμου Μετεώρων,398,183,2,1,3,180,47,21,3,15,4,8,6,84,11,0,19,42,45,22,5,2,3,0,0,1,21,1,8,0,8,8,10,11,8,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,0,0,0,0,0,0,1,1
24 - Τρικάλων,78 E.T. Δήμου Μετεώρων,414,184,1,0,1,183,89,43,10,32,18,1,27,67,13,1,16,22,45,19,3,1,3,0,0,2,8,0,1,0,4,4,6,9,8,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,1,1,1,0,0,1,1,1,1
24 - Τρικάλων,79 E.T. Δήμου Μετεώρων,408,216,4,3,7,209,97,34,9,35,12,1,28,69,14,4,21,24,38,10,3,2,0,0,0,1,16,1,2,0,0,7,9,9,6,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,1,0,0,0,1,4,2
24 - Τρικάλων,80 E.T. Δήμου Μετεώρων,303,96,1,1,2,94,31,16,2,12,4,1,5,30,11,0,10,11,18,5,1,0,0,1,0,1,11,2,7,0,2,5,4,7,4,4,1,1,1,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,5,2,0,2,2,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0
24 - Τρικάλων,81 E.T. Δήμου Μετεώρων,255,105,1,0,1,104,38,23,4,2,7,0,13,47,20,0,6,21,28,7,1,0,1,0,0,0,9,1,1,1,0,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
24 - Τρικάλων,82 E.T. Δήμου Μετεώρων,308,148,0,0,0,148,53,25,2,16,9,2,21,63,13,6,28,24,25,4,0,0,0,0,0,0,14,2,5,1,6,0,7,4,1,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,3,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,2,1,1,1,0,0,0,0
24 - Τρικάλων,83 E.T. Δήμου Μετεώρων,484,211,0,0,0,211,57,33,4,11,13,2,20,115,45,2,25,59,29,8,3,1,1,1,0,0,20,2,5,0,2,2,16,4,1,2,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,1,1
24 - Τρικάλων,84 E.T. Δήμου Μετεώρων,255,132,0,0,0,132,52,34,1,5,25,0,12,56,3,3,7,29,37,13,2,1,1,0,0,0,8,0,1,1,0,3,2,8,2,3,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,85 E.T. Δήμου Μετεώρων,449,157,3,3,6,151,52,34,2,19,12,0,14,74,21,3,18,25,53,1,2,1,0,0,0,0,12,3,0,0,1,0,9,4,2,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
24 - Τρικάλων,86 E.T. Δήμου Μετεώρων,292,147,3,0,3,144,61,48,5,3,5,1,1,54,21,3,9,25,21,12,2,0,0,0,0,0,14,0,2,0,2,8,9,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6,1
24 - Τρικάλων,87 E.T. Δήμου Μετεώρων,352,179,4,0,4,175,65,46,1,15,7,3,12,63,17,2,11,30,34,11,2,0,0,1,1,1,29,5,5,0,3,9,19,14,7,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,88 E.T. Δήμου Μετεώρων,141,75,0,0,0,75,20,15,0,4,3,2,0,39,8,0,4,29,26,5,1,1,0,1,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0
24 - Τρικάλων,89 E.T. Δήμου Μετεώρων,368,176,4,1,5,171,40,29,3,3,8,3,6,84,32,1,18,25,47,13,3,1,1,1,0,0,28,5,2,2,9,3,16,7,2,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0
24 - Τρικάλων,90 E.T. Δήμου Μετεώρων,410,205,1,2,3,202,45,21,2,23,13,4,9,94,29,4,37,26,48,13,4,1,2,1,1,1,40,5,5,2,7,10,26,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,2,0,2,1,0,0,0,0,0,2,0
24 - Τρικάλων,91 E.T. Δήμου Μετεώρων,344,230,4,0,4,226,55,23,0,20,14,0,20,124,28,9,28,42,59,26,1,0,0,0,0,1,17,1,2,2,5,4,8,11,5,3,0,1,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,7,2
24 - Τρικάλων,92 E.T. Δήμου Μετεώρων,368,232,1,0,1,231,63,36,3,20,9,6,19,127,22,9,31,60,50,21,3,0,0,0,0,0,20,0,6,0,4,8,14,6,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,1,1,0,1,0
24 - Τρικάλων,93 E.T. Δήμου Πύλης,376,240,0,5,5,235,69,20,5,41,18,1,2,114,32,1,39,29,59,33,2,1,0,1,0,0,22,4,9,2,2,10,1,13,0,8,9,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,5,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0
24 - Τρικάλων,94 E.T. Δήμου Πύλης,403,260,0,2,2,258,56,2,5,29,15,6,2,124,37,3,39,35,74,34,4,0,1,0,2,0,10,1,2,1,2,5,2,37,1,24,20,1,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,5,4,3,1,0,2,0,5,3
24 - Τρικάλων,95 E.T. Δήμου Πύλης,80,50,0,0,0,50,26,5,7,17,12,0,5,18,10,0,7,1,8,4,1,1,0,0,1,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,96 E.T. Δήμου Πύλης,304,174,1,1,2,172,52,18,3,12,10,1,10,87,28,5,12,23,38,16,7,0,1,3,0,3,8,1,2,0,3,1,0,12,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,97 E.T. Δήμου Πύλης,322,185,4,0,4,181,36,4,1,13,10,0,3,101,27,1,22,26,62,25,8,3,1,2,0,2,6,1,1,0,3,1,1,10,5,8,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,2,0,0,1,1,1,1
24 - Τρικάλων,98 E.T. Δήμου Πύλης,578,367,6,4,10,357,69,16,5,21,21,1,0,223,81,5,87,41,106,61,5,2,1,1,1,0,28,0,9,11,2,9,3,10,6,8,1,1,2,0,8,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,3,0,0,1,0,3,2
24 - Τρικάλων,99 E.T. Δήμου Πύλης,495,320,3,6,9,311,62,16,5,14,20,2,1,190,53,2,51,36,99,57,6,0,3,1,1,1,28,1,16,12,3,6,1,4,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,2,0,0,2,0,1,0
24 - Τρικάλων,100 E.T. Δήμου Πύλης,216,125,0,1,1,124,44,14,2,13,13,0,4,59,16,1,27,17,31,7,1,0,1,0,0,0,11,0,6,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
