ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΑΒΟΥΛΗ ΣΤΑΜΑΤΑ (ΜΑΤΙΝΑ) του Διονυσίου,ΜΠΑΛΤΑΣ ΑΡΙΣΤΕΙΔΗΣ-ΝΙΚΟΛΑΟΣ-ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,ΠΑΝΤΖΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα-Αριστοτέλη,ΤΣΙΠΡΑΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΧΑΤΖΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,ΧΗΡΑ ΜΑΡΙΑ του Αλέξανδρου,Νέα Δημοκρατία,ΚΟΠΑΝΑΚΗ ΕΥΑΓΓΕΛΙΑ του Εμμανουήλ,ΚΩΤΣΗΡΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΛΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΠΑΡΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΜΠΟΥΡΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΟΥΛΗΣ ΣΤΑΜΑΤΙΟΣ του Κυριάκου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΟΓΚΩΝΑΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΤΑΤΣΗ ΜΑΡΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΕΥΘΥΜΙΑ του Νικολάου,ΠΑΠΠΑΣ ΧΡΗΣΤΟΣ του Ηλία,ΦΡΑΓΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,Κίνημα Αλλαγής,ΑΚΑΜΙΩΤΑΚΗ ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΑΝΑΣΤΑΣΑΚΗΣ ΜΗΝΑΣ του Μιχαήλ,ΛΙΟΣΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΜΟΥΣΤΑΚΑΚΗ ΓΕΩΡΓΙΑ του Τιμολέων,ΞΑΝΘΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Λάζαρου,ΥΨΗΛΑΝΤΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΚΟΥΜΠΟΥΡΗΣ ΔΗΜΟΣ του Ιωάννη,ΜΕΝΙΔΙΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Ιωάννη,ΜΠΑΚΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αθανασίου,ΠΑΠΑΔΑΤΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΠΑΠΑΣΤΑΥΡΟΥ ΚΥΡΙΛΛΟΣ του Χρυσοστόμου,ΧΡΙΣΤΙΔΗΣ ΣΤΑΥΡΟΣ του Θωμά,Ένωση Κεντρώων,ΔΩΡΗΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΖΩΓΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Γεωργίου,ΘΕΟΔΩΡΟΥ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΠΑΓΚΑΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΤΑΜΗΛΙΑΣ ΣΠΥΡΟΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΑΣΛΑΝΙΔΗ ΑΝΝΑ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΑΡΟΠΟΥΛΟΥ ΧΡΥΣΑΝΘΗ του Ιωάννη,ΚΑΤΑΡΑΧΙΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΜΠΕΚΟΣ ΒΑΣΙΛΕΙΟΣ της Ελένης,Ελλήνων Συνέλευσις,ΣΙΔΗΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σάββα,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗ-ΚΑΡΔΟΥΛΑΚΗ ΑΡΤΕΜΙΣ του Εμμανουήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΜΑΝΩΛΗ ΕΛΕΝΗ του Βασιλείου,ΜΠΟΥΓΕΣΗ ΜΑΡΙΑ του Δημητρίου,ΠΕΤΡΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Σταύρου,ΤΣΟΥΤΣΟΥΡΑΣ ΙΩΑΝΝΗΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεοφίλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΑΡΡΗΣ ΑΠΟΣΤΟΛΟΣ του Αντωνίου,Μ-Λ Κ.Κ.Ε.,ΑΔΡΙΑΝΟΣ ΙΑΣΩΝ- ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΣΜΙΤΖ ΙΩΑΝΝΑ του Βασιλείου,Λαϊκή Ενότητα,ΚΑΤΣΙΚΕΑ ΟΥΡΑΝΙΑ ΕΛΕΝΗ του Γεωργίου,ΛΕΒΕΝΤΗ-ΓΙΑΚΟΥΜΑΤΟΥ ΑΓΓΕΛΙΚΗ συζ. Ιωάννη,ΡΟΔΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΣΙΑΝΤΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΜέΡΑ25,ΑΝΤΩΝΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Γεωργίου,ΓΕΓΙΟΥ ΜΑΡΙΑ του Βασιλείου,ΘΕΑΚΟΣ ΓΡΗΓΟΡΙΟΣ του Επαμεινώνδα,ΜΑΡΑΚΗΣ ΙΩΑΝΝΗΣ του Στυλιανού,ΠΑΤΕΛΗ ΟΥΡΑΝΙΑ του Αντωνίου,ΧΡΑΝΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Δημιουργία ξανά - Θ. Τζήμερος,ΦΩΚΑΣ ΙΩΑΝΝΗΣ του Κοσμά,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΛΙΣΑΓΚΟΡ-ΒΕΡΓΗ ΣΒΕΤΛΑΝΑ του Γκριγκόρι,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΦΟΥΦΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
64 - Β' Δυτικής Αττικής,95 E.T. Δήμου Μάνδρας - Ειδυλλίας,552,353,2,0,2,351,100,12,16,22,43,14,12,159,19,27,42,5,79,68,16,2,1,0,10,2,20,3,5,5,2,1,2,13,6,6,0,1,0,0,11,1,3,0,2,1,2,1,1,1,1,1,0,1,0,0,0,11,2,2,5,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,7,1,1,0,0,1,1,1,0,0,0,7,1
64 - Β' Δυτικής Αττικής,96 E.T. Δήμου Μάνδρας - Ειδυλλίας,553,337,4,2,6,331,93,21,19,15,37,15,15,152,30,26,41,6,73,65,11,1,2,0,9,3,20,4,8,9,1,0,1,22,13,9,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,6,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,2,0,2,2,4,1,0,0,4,3
64 - Β' Δυτικής Αττικής,97 E.T. Δήμου Μάνδρας - Ειδυλλίας,560,344,3,1,4,340,85,15,19,16,28,14,6,156,20,20,40,9,82,59,11,2,2,3,9,1,15,6,1,4,5,2,0,18,10,9,2,3,2,0,7,1,1,1,3,1,0,0,0,4,2,1,0,2,2,0,0,19,10,6,7,4,0,0,0,0,0,0,4,1,1,1,0,1,0,1,9,2,1,0,1,2,1,3,2,0,0,6,2
64 - Β' Δυτικής Αττικής,98 E.T. Δήμου Μάνδρας - Ειδυλλίας,523,305,2,4,6,299,61,11,13,5,19,8,8,134,23,21,21,10,97,29,12,3,2,2,4,2,19,4,4,8,3,0,0,37,21,5,2,10,4,6,0,0,0,0,0,0,0,0,0,5,1,0,3,1,1,0,0,10,7,1,3,2,1,1,1,0,2,0,1,0,0,0,0,0,0,0,11,2,1,2,1,1,2,1,0,0,0,4,2
64 - Β' Δυτικής Αττικής,99 E.T. Δήμου Μάνδρας - Ειδυλλίας,450,290,3,2,5,285,86,26,12,7,31,10,13,121,14,13,38,5,81,30,7,2,2,0,3,3,26,2,5,15,5,2,1,21,12,2,1,6,2,3,2,0,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,8,4,6,2,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,3,1,0,0,0,1,0,1,1,0,0,4,2
64 - Β' Δυτικής Αττικής,100 E.T. Δήμου Μάνδρας - Ειδυλλίας,469,303,4,1,5,298,91,22,24,13,33,13,19,127,25,12,20,5,98,24,7,1,4,0,5,1,17,4,5,7,5,0,1,22,12,4,1,3,2,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,7,2,3,2,2,1,1,1,0,0,2,2,2,0,0,0,0,0,7,0,1,0,0,0,2,2,1,0,0,5,1
64 - Β' Δυτικής Αττικής,101 E.T. Δήμου Μάνδρας - Ειδυλλίας,455,273,1,2,3,270,66,10,14,4,25,7,11,132,14,16,26,4,98,20,5,0,1,1,2,1,27,11,5,9,5,2,3,24,11,6,1,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,2,1,0,0,1,2,0,0,0,0,1,0
64 - Β' Δυτικής Αττικής,102 E.T. Δήμου Μάνδρας - Ειδυλλίας,460,273,0,0,0,273,91,21,12,18,33,13,7,118,11,13,22,6,70,26,4,1,0,0,1,0,15,1,1,7,1,1,0,15,10,1,0,4,1,1,3,1,0,1,0,0,0,0,0,5,1,1,1,0,0,0,0,8,4,1,3,2,1,1,1,0,0,0,3,0,0,0,0,0,0,0,7,1,1,0,0,1,3,0,0,0,0,3,2
64 - Β' Δυτικής Αττικής,103 E.T. Δήμου Μάνδρας - Ειδυλλίας,453,269,2,1,3,266,87,29,9,10,41,9,19,96,20,15,9,4,57,13,16,0,3,0,8,4,21,4,2,11,2,1,1,18,10,3,0,3,3,3,3,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,5,1,2,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,5,2,1,1,0,1,0,6,2,0,0,3,2
64 - Β' Δυτικής Αττικής,104 E.T. Δήμου Μάνδρας - Ειδυλλίας,489,295,3,4,7,288,88,17,11,5,34,6,10,130,18,14,26,5,93,20,6,3,1,1,2,1,16,2,4,8,3,1,0,10,4,1,2,2,1,2,5,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,3,2,4,3,1,0,1,1,0,0,3,0,0,0,0,0,0,0,10,4,0,0,0,3,0,0,0,0,0,3,0
64 - Β' Δυτικής Αττικής,105 E.T. Δήμου Μάνδρας - Ειδυλλίας,522,339,6,5,11,328,85,14,18,38,39,25,13,149,30,63,68,5,45,31,14,4,1,2,4,1,12,4,5,4,3,1,0,21,15,4,0,2,9,2,2,0,0,0,0,0,0,1,0,2,1,1,0,2,1,0,0,19,8,4,7,8,0,0,0,0,1,0,2,1,0,1,1,1,0,0,6,0,0,0,1,1,1,1,0,0,0,10,4
64 - Β' Δυτικής Αττικής,106 E.T. Δήμου Μάνδρας - Ειδυλλίας,520,316,5,4,9,307,92,27,17,20,34,15,14,121,31,54,51,2,37,27,11,3,1,2,6,3,22,6,6,7,2,2,3,17,8,3,2,3,4,1,2,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,13,9,1,4,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,13,6,6,3,0,2,4,2,0,0,0,11,4
64 - Β' Δυτικής Αττικής,107 E.T. Δήμου Μάνδρας - Ειδυλλίας,520,289,8,1,9,280,80,19,7,20,36,8,7,127,26,37,62,6,59,24,9,2,2,0,4,4,9,4,1,3,3,1,1,21,14,8,1,6,6,1,5,0,3,1,1,1,0,0,0,1,1,0,1,1,1,0,0,12,7,3,5,1,0,0,0,0,0,0,2,1,1,1,0,1,0,1,6,2,0,1,0,0,2,1,1,0,0,5,2
64 - Β' Δυτικής Αττικής,108 E.T. Δήμου Μάνδρας - Ειδυλλίας,523,337,3,4,7,330,96,23,15,21,29,8,19,144,22,40,69,6,69,33,17,5,4,4,9,3,20,1,7,6,1,6,1,14,6,4,0,2,3,1,10,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,12,4,2,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,1,1,1,5,3,0,0,0,0,2,0
64 - Β' Δυτικής Αττικής,109 E.T. Δήμου Μάνδρας - Ειδυλλίας,562,353,6,3,9,344,106,30,15,26,49,16,17,131,34,29,49,9,45,29,15,3,6,7,7,2,19,2,6,8,3,4,2,20,13,2,2,7,4,1,5,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,18,5,2,5,5,0,0,0,0,0,0,2,2,2,0,0,0,0,0,15,3,5,2,1,6,3,4,4,0,0,8,4
64 - Β' Δυτικής Αττικής,110 E.T. Δήμου Μάνδρας - Ειδυλλίας,523,333,11,4,15,318,125,17,15,28,57,18,12,101,27,28,28,3,35,16,10,2,1,3,5,4,18,4,3,7,2,2,1,15,9,4,0,3,8,1,7,1,2,0,1,3,1,0,0,1,1,1,0,0,0,0,0,14,4,2,4,2,0,0,0,0,0,0,4,2,1,0,0,0,0,0,15,4,0,2,2,3,5,1,0,0,0,7,2
64 - Β' Δυτικής Αττικής,111 E.T. Δήμου Μάνδρας - Ειδυλλίας,530,301,6,3,9,292,102,13,11,32,30,9,13,106,18,26,53,1,37,32,13,4,3,0,5,5,23,4,7,12,4,1,3,17,9,2,2,1,9,0,3,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,2,1,2,1,0,0,8,6
64 - Β' Δυτικής Αττικής,112 E.T. Δήμου Μάνδρας - Ειδυλλίας,533,339,10,2,12,327,117,23,18,28,49,14,13,106,28,38,29,3,42,26,9,1,0,1,2,2,22,7,2,13,2,3,0,16,9,1,1,2,7,2,8,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,26,14,2,5,5,1,0,0,0,1,0,2,1,1,3,0,1,0,1,13,3,0,0,1,0,4,1,1,0,0,2,0
64 - Β' Δυτικής Αττικής,113 E.T. Δήμου Μάνδρας - Ειδυλλίας,531,345,2,5,7,338,108,19,13,27,42,13,15,129,29,31,35,7,55,39,8,1,0,1,3,3,23,2,10,12,2,1,3,22,17,2,1,2,9,1,2,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,12,4,3,3,4,2,1,1,0,0,0,1,0,0,2,1,2,0,0,11,1,0,0,1,2,1,4,1,0,0,11,5
64 - Β' Δυτικής Αττικής,114 E.T. Δήμου Μάνδρας - Ειδυλλίας,523,338,4,4,8,330,102,20,21,28,44,16,14,141,30,48,65,2,56,30,11,1,2,1,7,5,27,5,14,12,4,2,2,15,8,3,1,2,5,3,6,1,3,2,0,0,2,0,0,1,0,0,0,1,0,0,0,14,5,4,4,6,0,0,0,0,0,0,1,0,0,2,0,1,0,1,6,2,1,0,0,2,3,2,1,0,0,1,0
64 - Β' Δυτικής Αττικής,115 E.T. Δήμου Μάνδρας - Ειδυλλίας,528,319,4,3,7,312,116,31,16,32,55,17,20,105,24,22,42,1,48,29,12,1,1,1,6,4,20,3,7,9,5,1,2,17,12,2,1,4,7,1,1,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,13,6,2,2,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,14,2,1,0,1,3,2,0,0,0,0,7,3
64 - Β' Δυτικής Αττικής,116 E.T. Δήμου Μάνδρας - Ειδυλλίας,520,327,10,0,10,317,93,14,12,29,42,21,14,120,21,38,39,9,45,33,16,3,3,1,10,4,30,12,2,15,4,3,0,12,9,2,0,1,5,2,5,3,0,2,1,0,1,0,0,1,0,0,0,0,0,1,1,17,9,4,5,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,12,1,3,0,3,0,4,1,0,0,0,8,5
64 - Β' Δυτικής Αττικής,117 E.T. Δήμου Μάνδρας - Ειδυλλίας,522,331,5,5,10,321,97,19,14,27,41,14,19,134,20,36,55,9,52,44,13,3,4,2,6,2,22,6,13,9,2,5,0,12,9,2,0,0,5,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,17,6,6,3,5,0,0,0,0,0,0,1,1,1,3,1,1,2,0,9,3,2,0,0,1,2,3,1,0,0,6,5
64 - Β' Δυτικής Αττικής,118 E.T. Δήμου Μάνδρας - Ειδυλλίας,526,343,5,1,6,337,114,23,10,22,45,22,15,127,22,41,49,7,33,20,10,4,2,1,2,0,25,3,10,12,1,1,3,12,9,2,1,1,5,0,9,4,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,15,5,1,6,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,13,2,3,0,3,2,1,1,0,0,0,6,3
64 - Β' Δυτικής Αττικής,119 E.T. Δήμου Μάνδρας - Ειδυλλίας,555,304,4,2,6,298,106,18,26,28,47,22,11,106,20,38,43,3,45,25,5,0,3,1,2,0,20,4,8,9,3,0,3,7,2,0,2,0,3,0,3,1,0,1,0,0,0,0,0,3,2,0,1,5,4,0,0,19,5,3,8,5,1,1,0,1,0,0,0,0,0,1,1,1,0,0,17,4,6,2,2,3,6,1,0,0,0,4,2
64 - Β' Δυτικής Αττικής,120 E.T. Δήμου Μάνδρας - Ειδυλλίας,558,320,4,4,8,312,97,18,13,16,31,12,9,121,28,48,41,8,46,38,12,3,3,3,4,4,16,5,8,9,1,7,0,22,14,4,2,3,8,2,4,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,15,3,4,7,1,0,0,0,0,0,1,0,0,2,0,1,1,0,8,2,1,1,0,2,4,1,1,0,0,6,2
64 - Β' Δυτικής Αττικής,121 E.T. Δήμου Μάνδρας - Ειδυλλίας,523,313,6,3,9,304,128,21,14,35,44,31,15,105,19,36,46,5,31,15,5,0,2,1,2,0,12,4,4,2,5,3,0,8,5,1,1,1,4,1,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18,8,2,5,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,9,0,2,0,0,3,2,1,1,0,0,8,6
64 - Β' Δυτικής Αττικής,122 E.T. Δήμου Μάνδρας - Ειδυλλίας,520,311,5,3,8,303,86,11,6,14,34,9,9,131,30,40,32,4,54,31,2,1,0,0,1,1,21,4,4,8,0,3,0,20,12,2,2,3,6,0,5,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,2,0,1,1,0,1,0,0,0,2,1,0,5,0,4,0,2,10,0,0,0,0,2,4,4,3,0,0,7,3
64 - Β' Δυτικής Αττικής,123 E.T. Δήμου Μάνδρας - Ειδυλλίας,524,323,0,0,0,323,118,37,30,47,69,17,28,115,65,55,33,6,34,27,12,2,3,1,2,1,23,3,10,5,0,5,2,12,8,1,0,2,6,3,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,21,7,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,1,1,3,3,1,1,0,0,7,4
64 - Β' Δυτικής Αττικής,124 E.T. Δήμου Μάνδρας - Ειδυλλίας,328,209,4,0,4,205,87,23,8,20,38,5,12,52,7,8,15,4,36,8,9,2,1,0,3,4,10,2,1,8,1,1,0,20,15,3,4,7,0,6,4,2,1,0,2,1,0,0,0,0,0,0,0,3,3,0,0,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,3,1,4,3,1,0,0,0,2,1
64 - Β' Δυτικής Αττικής,125 E.T. Δήμου Μάνδρας - Ειδυλλίας,381,234,2,0,2,232,99,19,15,32,45,7,10,66,10,16,22,4,30,9,8,3,2,0,4,2,19,3,4,13,2,0,0,14,7,2,0,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10,3,6,1,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,5,3
64 - Β' Δυτικής Αττικής,126 E.T. Δήμου Μεγαρέων,550,388,4,4,8,380,119,5,12,17,22,84,1,148,10,68,25,8,81,18,24,4,4,2,12,3,21,2,2,1,1,2,7,8,1,3,1,2,1,0,8,1,4,2,1,2,0,1,0,1,0,0,1,0,0,0,0,23,13,0,4,6,0,0,0,0,0,0,3,1,0,1,1,0,0,1,15,2,2,1,1,4,0,3,2,0,0,5,3
64 - Β' Δυτικής Αττικής,127 E.T. Δήμου Μεγαρέων,522,384,13,2,15,369,102,10,14,16,28,60,5,158,15,100,37,7,79,23,21,3,8,4,11,10,31,9,8,3,3,3,20,6,2,6,0,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,13,2,8,4,0,0,0,0,1,1,6,5,3,2,0,0,0,2,12,3,1,0,0,3,3,2,2,0,0,3,1
64 - Β' Δυτικής Αττικής,128 E.T. Δήμου Μεγαρέων,511,335,6,3,9,326,91,7,10,25,26,52,3,139,9,79,20,9,73,21,17,2,5,1,12,7,16,2,3,3,1,0,11,10,5,8,1,0,0,0,9,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,22,15,5,6,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,10,3,3,0,1,3,4,3,1,0,0,6,3
64 - Β' Δυτικής Αττικής,129 E.T. Δήμου Μεγαρέων,551,331,0,3,3,328,129,9,12,30,35,87,3,109,8,68,13,4,54,10,24,3,1,1,11,7,22,7,2,6,1,1,14,6,2,2,1,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,15,2,6,3,0,0,0,0,0,0,2,1,0,1,0,0,1,1,7,0,1,0,1,1,2,3,2,0,0,1,0
64 - Β' Δυτικής Αττικής,130 E.T. Δήμου Μεγαρέων,522,305,3,2,5,300,94,11,6,16,28,54,4,126,15,79,16,2,68,12,27,5,6,3,13,14,11,1,2,5,0,0,8,7,2,6,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,20,14,2,5,4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,7,1,2,0,0,2,1,0,0,0,0,3,1
64 - Β' Δυτικής Αττικής,131 E.T. Δήμου Μεγαρέων,527,280,5,1,6,274,98,6,2,14,24,62,7,95,9,59,7,2,47,16,13,2,1,2,8,6,19,5,2,4,0,3,16,2,1,2,0,1,0,0,5,1,1,0,1,2,0,0,0,5,3,3,2,1,1,0,0,10,8,1,2,2,1,0,0,0,0,0,4,4,1,2,1,1,0,1,13,2,5,1,1,3,1,2,1,0,0,4,1
64 - Β' Δυτικής Αττικής,132 E.T. Δήμου Μεγαρέων,510,304,5,7,12,292,72,5,4,16,22,43,8,140,12,97,20,1,73,12,16,3,0,2,5,8,17,5,6,2,2,0,10,10,4,5,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,10,2,2,1,0,0,0,0,0,0,4,4,2,3,0,2,0,3,7,1,4,0,0,1,2,1,1,0,0,7,4
64 - Β' Δυτικής Αττικής,133 E.T. Δήμου Μεγαρέων,514,318,3,1,4,314,110,7,7,22,22,75,4,128,9,96,13,4,74,14,20,2,2,2,12,7,19,5,3,0,2,0,15,7,3,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,10,7,1,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,2,9,7,1,0,0,2,1,1,0,0,0,4,3
64 - Β' Δυτικής Αττικής,134 E.T. Δήμου Μεγαρέων,549,317,5,2,7,310,84,7,5,17,22,45,5,126,11,62,15,6,73,18,28,1,3,3,11,21,21,5,6,2,1,0,15,16,6,9,1,5,0,2,5,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,17,10,4,2,3,0,0,0,0,0,0,2,1,1,1,0,0,0,0,6,0,0,3,1,1,3,0,0,0,0,4,3
64 - Β' Δυτικής Αττικής,135 E.T. Δήμου Μεγαρέων,522,340,3,1,4,336,102,14,6,18,25,73,5,153,11,87,15,4,95,16,20,1,2,1,11,14,9,3,0,1,1,0,9,12,3,9,0,2,0,2,3,0,0,0,0,0,2,0,0,2,2,1,0,0,0,2,2,18,13,3,0,3,0,0,0,0,0,0,5,4,1,0,0,0,0,0,5,3,0,1,2,0,1,0,0,0,0,5,4
64 - Β' Δυτικής Αττικής,136 E.T. Δήμου Μεγαρέων,528,332,6,5,11,321,103,11,10,15,26,66,5,139,7,81,20,4,91,14,14,0,1,1,7,4,21,7,3,2,2,1,10,8,3,6,0,0,1,1,1,0,0,1,0,0,1,0,0,3,0,1,2,0,0,0,0,10,6,3,0,2,0,0,0,0,0,0,2,1,0,2,0,0,0,2,12,3,2,0,1,3,3,2,0,0,0,4,2
64 - Β' Δυτικής Αττικής,137 E.T. Δήμου Μεγαρέων,532,332,1,3,4,328,93,9,13,15,24,56,2,145,4,94,22,3,84,15,9,3,0,0,8,4,19,4,5,3,0,1,15,8,4,8,0,0,1,3,6,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,31,27,5,5,8,1,0,0,1,0,0,2,2,1,2,0,1,0,2,8,1,1,2,1,1,1,2,2,0,0,2,1
64 - Β' Δυτικής Αττικής,138 E.T. Δήμου Μεγαρέων,524,307,2,4,6,301,99,10,17,15,23,62,8,119,13,71,22,3,68,17,24,1,1,3,13,16,14,0,4,5,0,4,7,9,3,7,0,1,1,0,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,10,8,1,2,4,0,0,0,0,0,0,6,6,3,1,0,0,0,0,7,0,0,0,0,1,2,1,0,0,0,6,4
64 - Β' Δυτικής Αττικής,139 E.T. Δήμου Μεγαρέων,518,301,3,1,4,297,77,7,6,25,17,39,2,129,13,83,19,6,61,14,11,2,2,1,6,5,25,8,6,7,1,0,17,16,4,10,1,0,2,6,4,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,13,10,0,1,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,9,0,0,0,1,3,3,0,0,0,0,9,4
64 - Β' Δυτικής Αττικής,140 E.T. Δήμου Μεγαρέων,519,339,6,1,7,332,84,6,16,18,21,45,2,154,15,106,27,5,69,9,16,1,0,0,11,9,28,9,6,4,0,0,22,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,7,6,1,1,0,1,0,1,15,1,3,1,0,3,5,1,1,0,0,11,7
