ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΡΗΤΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σωτηρίου,ΣΕΜΕΡΤΖΙΔΟΥ ΑΝΝΑ του Σάββα,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΖΗΣΗΣ του Αθανασίου,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΖΩΓΡΑΦΟΥ - ΤΣΑΝΤΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ του Οδυσσέα,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ του Ευαγγέλου,ΦΟΥΝΤΟΥΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αχιλλέα,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΑΤΣΑΡΑ-ΧΡΗΣΤΟΥ ΕΙΡΗΝΗ του Νικολάου,ΚΟΥΡΤΙΔΗΣ ΘΩΜΑΣ του Χαραλάμπους,ΣΑΧΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Ισαάκ,ΤΑΠΚΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΜΑΚΡΙΔΟΥ ΑΓΑΘΗ του Βασιλείου,ΜΠΟΓΔΑΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΠΑΠΑΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ιωάννη,Κ.Κ.Ε.,ΔΡΟΣΟΓΛΟΥ ΣΤΑΥΡΟΣ του Νικολάου,ΜΠΟΥΦΚΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ένωση Κεντρώων,ΑΝΑΣΤΑΣΙΟΥ ΣΤΑΥΡΟΣ του Ιωάννη,ΔΗΜΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Χαραλάμπους,ΔΟΥΛΚΕΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΠΟΥΣΙΝΗΣ ΣΤΑΥΡΟΣ του Πέτρου,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευάγγελου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΕΡΑΤΙΔΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΠΑΚΑΛΑΚΗ ΟΛΓΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΑΝΑΣ ΑΡΓΥΡΙΟΣ του Σταύρου,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Χαραλάμπους,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΟΡΜΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΦΑΝΤΙΔΗΣ ΦΩΤΙΟΣ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΥΓΕΡΟΥ ΜΑΡΙΑΝΝΑ του Αθανασίου,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΙΔΗΣ ΖΑΦΕΙΡΙΟΣ του Ιωάννη,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΤΡΙΚΑΛΙΩΤΗ ΑΙΚΑΤΕΡΙΝΗ του Αποστόλου,ΤΣΕΜΠΕΡΛΙΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αναστασίου,Κ.Κ.Ε. (μ-λ),ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΚΟΤΑΝΙΔΟΥ ΜΑΡΙΑ του Δημητρίου ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΕΥΘΥΜΙΑΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΚΚΙΝΟΜΑΓΟΥΛΟΥ ΜΑΡΙΑ του Ίον,Λαϊκή Ενότητα,ΚΡΗΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΜΗΛΩΣΗ ΝΙΝΑ του Χρήστου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΜέΡΑ25,ΔΟΥΡΔΟΥΜΠΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΑΡΚΟΥΔΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Αθανασίου,ΜΑΥΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Κυριάκου,ΠΟΖΑΡΛΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΟΥΣΙΑΣ ΛΕΩΝΙΔΑΣ του Αθανασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΑΚΡΙΔΗΣ ΦΩΤΙΟΣ του Ευαγγέλου,ΜΑΤΣΑΚΙΔΟΥ ΑΝΘΙΑ του Βασιλείου -  Ελευθερίου,ΜΠΟΣΝΕΑ ΣΟΦΙΑ του Ιωάννη,ΧΑΪΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΡΕΝΤΖΟΥΛΑΣ ΑΝΔΡΕΑΣ του Γεωργίου ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,140 E.T. Δήμου Έδεσσας,399,272,3,3,6,266,85,1,10,18,32,58,4,121,37,6,77,6,23,18,5,3,1,2,0,17,6,3,3,1,7,2,9,1,0,2,1,5,6,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,4,2,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,6,2,0,0,0,0,0,0,3,0
11 - Πέλλας,141 E.T. Δήμου Έδεσσας,344,228,2,0,2,226,95,11,12,20,29,70,1,65,19,4,37,5,18,10,1,0,1,0,0,23,12,1,2,3,11,0,16,0,0,2,0,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,6,0,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,1,1,3,3,0,0,0,0,0,0,3,0
11 - Πέλλας,142 E.T. Δήμου Έδεσσας,320,237,3,4,7,230,53,1,1,0,11,37,0,88,10,8,61,3,29,8,4,1,2,0,0,64,2,1,0,1,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,1,0
11 - Πέλλας,143 E.T. Δήμου Πέλλας,540,305,11,3,14,291,81,5,8,2,18,35,30,128,28,19,39,3,63,41,11,0,0,0,0,24,4,6,0,2,2,13,11,2,2,5,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,2,4,3,6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,0,2,0,1,0,0,0,0,0,0,4,0
11 - Πέλλας,144 E.T. Δήμου Πέλλας,570,332,4,0,4,328,102,10,16,10,20,41,35,124,43,10,44,3,75,14,13,6,3,3,3,34,6,15,3,3,4,17,10,0,5,4,1,0,2,8,6,2,3,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,13,7,4,1,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,2,2,1,0,7,4,0,3,0,0,0,9,5
11 - Πέλλας,145 E.T. Δήμου Πέλλας,562,339,3,80,83,256,149,9,18,3,13,33,26,15,32,20,41,7,85,38,40,4,2,7,1,12,5,15,2,2,2,34,6,1,3,2,0,0,7,0,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,14,3,4,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,8,8,1,0,0,0,0,7,4
11 - Πέλλας,146 E.T. Δήμου Πέλλας,535,318,1,0,1,317,79,3,14,3,18,47,23,126,32,16,36,2,84,34,5,0,0,0,0,38,10,18,5,4,2,18,19,0,8,8,0,2,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,6,6,1,3,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,10,1,1,4,2,1,4,0,0,0,0,0,0,4,0
11 - Πέλλας,147 E.T. Δήμου Πέλλας,563,331,7,0,7,324,80,11,13,6,13,42,36,147,26,21,37,5,83,28,8,3,0,3,1,28,8,10,2,0,3,20,9,0,1,6,0,0,8,5,3,0,2,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,20,8,8,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,5,4,2,1,8,7,1,4,0,0,0,6,3
11 - Πέλλας,148 E.T. Δήμου Πέλλας,570,357,3,2,5,352,85,3,16,3,14,39,31,165,39,19,44,1,83,45,11,0,0,0,0,34,6,12,0,2,1,27,12,0,1,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,7,7,2,2,0,0,0,0,0,0,5,0
11 - Πέλλας,149 E.T. Δήμου Πέλλας,531,296,2,4,6,290,68,3,9,5,7,35,18,141,44,23,56,4,47,20,14,0,0,0,0,18,3,4,1,0,0,9,11,0,0,1,5,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,6,1,8,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,2,0,1,0,0,0,0,0,0,4,0
11 - Πέλλας,150 E.T. Δήμου Πέλλας,544,317,4,0,4,313,97,5,23,6,15,50,23,144,27,24,34,3,77,46,3,0,0,0,0,19,5,4,4,0,2,10,8,0,2,6,0,1,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,5,4,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,9,2,2,3,3,1,9,0,0,0,0,0,0,6,0
11 - Πέλλας,151 E.T. Δήμου Πέλλας,566,324,1,1,2,322,81,5,24,8,18,39,16,145,28,39,50,2,62,36,9,2,6,6,1,24,7,3,1,1,4,14,8,1,2,2,0,0,3,8,4,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,14,3,9,4,1,3,1,1,1,1,0,0,0,3,1,1,1,0,0,0,15,2,2,5,3,1,3,3,0,1,0,0,0,8,4
11 - Πέλλας,152 E.T. Δήμου Πέλλας,553,304,5,2,7,297,107,11,21,8,12,87,16,114,35,15,42,2,59,24,8,0,0,0,0,13,2,6,2,0,0,11,13,0,4,4,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,2,3,3,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,10,0,0,0,0,7,0,0,0
11 - Πέλλας,153 E.T. Δήμου Πέλλας,531,298,2,3,5,293,98,5,20,3,19,40,30,113,25,27,23,4,56,28,4,1,0,4,2,6,3,0,0,1,1,4,10,0,2,4,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,6,0,21,3,5,2,3,0,6,1,0,0,1,0,0,2,0,0,1,1,1,0,7,2,0,3,3,0,6,3,1,2,0,0,0,14,4
11 - Πέλλας,154 E.T. Δήμου Πέλλας,554,350,4,3,7,343,89,5,24,5,13,43,34,126,30,38,29,5,62,15,19,3,8,11,4,30,2,11,4,2,5,12,13,0,2,7,0,0,10,10,5,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,2,7,2,3,0,2,1,0,0,1,0,0,3,2,2,1,0,0,0,14,4,3,1,1,1,5,4,0,0,3,0,0,10,2
11 - Πέλλας,155 E.T. Δήμου Πέλλας,557,327,8,1,9,318,84,7,19,5,13,32,22,143,39,24,45,2,67,31,7,1,3,5,1,27,3,10,5,0,1,20,10,1,1,4,1,0,5,10,3,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,6,5,2,4,1,3,0,0,0,0,0,0,2,1,1,2,0,1,1,9,1,1,3,4,1,2,1,1,0,1,0,0,4,2
11 - Πέλλας,156 E.T. Δήμου Πέλλας,547,297,3,1,4,293,95,7,23,10,6,44,25,112,23,22,33,7,55,21,6,0,0,0,0,26,5,9,2,0,0,14,18,2,6,6,2,0,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,1,0,2,0,6,0,0,0,0,0,0,4,0
11 - Πέλλας,157 E.T. Δήμου Πέλλας,567,335,3,3,6,329,115,11,21,9,19,55,32,130,25,19,37,2,81,29,5,0,0,0,0,27,8,8,2,1,1,18,13,2,1,5,2,2,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,4,4,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,3,2,0,2,2,0,0,0,0,0,0,5,0
11 - Πέλλας,158 E.T. Δήμου Πέλλας,550,313,5,0,5,308,80,1,22,2,9,35,25,132,25,19,44,1,71,32,18,0,7,12,1,27,7,10,0,1,2,17,6,0,3,1,0,0,3,6,3,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,2,1,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,12,4,1,2,2,1,5,2,0,0,1,0,0,4,3
11 - Πέλλας,159 E.T. Δήμου Πέλλας,570,340,4,2,6,334,90,12,25,3,15,33,33,152,39,32,56,0,55,38,18,8,4,8,3,25,5,10,2,0,0,19,11,0,3,6,0,0,9,7,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,5,9,3,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,1,2,2,1,0,5,4,1,1,1,0,0,5,2
11 - Πέλλας,160 E.T. Δήμου Πέλλας,559,342,3,5,8,334,79,8,14,6,18,34,24,160,29,38,61,3,79,43,15,0,0,0,0,23,12,5,3,1,0,15,9,1,1,3,0,0,6,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,4,7,2,1,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3,3,2,2,1,5,0,0,0,0,0,0,7,0
11 - Πέλλας,161 E.T. Δήμου Πέλλας,540,338,3,4,7,331,106,7,27,5,22,42,41,138,25,18,42,3,77,41,17,5,6,7,2,22,8,6,1,0,0,16,13,1,1,3,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,10,0,4,2,5,2,8,6,0,0,0,0,0,6,3
11 - Πέλλας,162 E.T. Δήμου Πέλλας,545,334,6,1,7,327,99,6,16,2,8,50,25,131,46,14,53,3,60,25,14,1,1,7,4,28,5,7,2,0,1,22,12,0,3,8,0,0,7,4,1,1,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,15,3,4,2,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,3,1,3,4,2,4,1,0,0,0,0,0,2,2
11 - Πέλλας,163 E.T. Δήμου Πέλλας,520,305,3,2,5,300,105,6,18,5,16,42,34,130,40,16,35,2,55,36,4,0,0,0,0,21,6,8,1,0,0,13,8,0,0,3,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,2,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,4,0
11 - Πέλλας,164 E.T. Δήμου Πέλλας,541,331,8,3,11,320,92,5,24,6,15,59,18,135,27,20,51,6,61,34,9,0,0,0,0,18,1,11,0,2,0,15,3,0,1,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,29,7,10,8,4,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,1,1,0,8,0,0,0,0,0,0,9,0
11 - Πέλλας,165 E.T. Δήμου Πέλλας,515,295,0,2,2,293,90,8,17,7,18,37,27,122,31,12,48,8,63,27,8,0,3,7,0,23,6,11,1,0,1,12,4,0,1,1,1,0,3,6,2,0,2,1,0,1,0,2,0,0,0,0,0,0,1,0,1,2,13,5,5,1,1,3,3,1,0,0,0,0,0,2,0,0,2,0,0,0,5,0,0,0,2,2,6,5,0,3,1,0,0,8,5
11 - Πέλλας,166 E.T. Δήμου Πέλλας,512,276,5,3,8,268,113,8,23,4,27,63,30,85,22,5,27,3,39,18,8,0,0,0,0,15,5,6,0,0,1,7,6,0,3,2,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,12,0
11 - Πέλλας,167 E.T. Δήμου Πέλλας,511,305,4,0,4,301,68,6,22,6,16,32,22,146,34,22,63,6,77,27,5,0,1,3,1,26,4,5,5,0,2,18,12,0,1,8,0,0,6,7,5,0,2,2,0,0,0,0,0,0,0,3,0,0,3,0,3,0,14,2,6,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,1,0,10,4,1,2,0,0,0,4,3
11 - Πέλλας,168 E.T. Δήμου Πέλλας,511,285,3,0,3,282,91,5,19,12,15,44,26,124,28,25,45,6,59,30,5,0,3,2,1,24,10,4,5,1,2,11,4,0,1,2,1,1,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,5,1,1,3,1,0,0,0,0,0,0,2,1,0,1,0,0,0,6,3,3,0,3,0,7,3,2,0,1,0,0,4,1
11 - Πέλλας,169 E.T. Δήμου Πέλλας,513,298,5,2,7,291,97,6,23,11,18,46,21,111,22,11,48,2,60,30,7,5,2,2,3,18,1,8,0,1,2,11,8,1,2,2,2,0,5,8,4,1,1,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,17,4,6,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,6,1,2,3,4,3,1,1,1,0,0,6,4
11 - Πέλλας,170 E.T. Δήμου Πέλλας,513,351,3,0,3,348,97,10,19,5,20,44,30,159,29,13,45,4,73,41,10,4,2,4,1,34,4,11,3,2,2,19,5,0,1,3,0,0,5,14,4,3,0,4,2,0,0,1,1,0,1,2,0,1,1,0,1,1,8,0,3,1,2,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,5,2,2,1,1,0,9,7,1,1,0,0,0,1,0
11 - Πέλλας,171 E.T. Δήμου Πέλλας,413,280,3,0,3,277,75,1,10,1,49,26,5,147,62,49,54,8,51,23,4,0,1,2,0,13,5,2,0,0,0,3,2,0,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20,5,3,1,2,3,3,0,0,0,0,0,0,4,2,2,0,0,0,0,1,0,0,0,0,0,6,5,0,2,0,0,0,2,2
11 - Πέλλας,172 E.T. Δήμου Πέλλας,217,122,1,0,1,121,18,1,1,1,7,9,8,78,38,13,28,4,21,19,5,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,2,6,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
11 - Πέλλας,173 E.T. Δήμου Πέλλας,521,203,7,0,7,196,51,4,8,4,16,21,17,97,26,9,22,4,54,22,3,0,0,0,0,14,1,7,1,1,0,11,12,2,2,4,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,3,0
11 - Πέλλας,174 E.T. Δήμου Πέλλας,539,252,1,1,2,250,85,5,17,7,19,41,28,93,17,23,28,4,50,26,4,0,0,0,0,33,5,13,2,3,3,24,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,2,8,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,5,0
11 - Πέλλας,175 E.T. Δήμου Πέλλας,524,239,0,1,1,238,65,6,16,6,12,27,17,110,24,21,35,2,55,34,9,4,4,5,1,22,2,6,1,1,3,16,8,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,0,3,1,2,1,0,0,0,4,1
11 - Πέλλας,176 E.T. Δήμου Πέλλας,520,249,2,3,5,244,81,9,24,6,29,39,25,85,0,10,24,2,55,24,4,0,0,0,0,23,3,6,1,3,2,18,13,2,3,5,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,3,2,1,2,5,0,0,0,0,0,0,7,0
11 - Πέλλας,177 E.T. Δήμου Πέλλας,522,247,1,1,2,245,68,5,21,5,14,31,17,93,18,14,36,2,39,27,9,0,0,0,0,31,5,6,1,2,6,26,1,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,4,3,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,4,2,0,0,1,0,0,0,0,0,0,12,0
11 - Πέλλας,178 E.T. Δήμου Πέλλας,522,256,3,0,3,253,67,3,22,2,8,26,22,91,26,10,19,1,52,18,12,0,0,0,0,20,5,3,2,0,0,16,14,1,1,7,0,1,7,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,4,6,4,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,8,1,2,2,3,0,5,0,0,0,0,0,0,6,0
11 - Πέλλας,179 E.T. Δήμου Πέλλας,520,225,6,3,9,216,64,7,15,4,10,31,22,90,21,20,32,3,45,15,6,0,0,0,0,18,2,8,2,2,4,12,6,1,0,2,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,4,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,1,0,0,0,3,0,0,0,0,0,0,2,0
11 - Πέλλας,180 E.T. Δήμου Πέλλας,527,244,6,0,6,238,77,1,19,2,16,42,23,96,31,23,34,1,40,21,6,1,2,2,1,23,2,5,1,1,0,21,6,0,0,4,0,1,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,4,2,2,7,2,0,0,0,0,0,3,1
11 - Πέλλας,181 E.T. Δήμου Πέλλας,553,236,4,1,5,231,65,3,12,3,10,42,14,102,24,19,34,2,52,24,4,0,1,2,0,19,5,8,1,0,0,15,5,0,0,3,0,0,3,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,4,6,0,1,2,1,1,0,1,0,1,1,0,0,0,8,0,0,0,3,0,2,0,1,0,0,1,1,2,0,5,0,0,5
11 - Πέλλας,182 E.T. Δήμου Πέλλας,548,222,3,2,5,217,83,10,19,3,15,35,23,81,16,14,33,2,39,17,5,0,0,0,0,13,2,7,1,0,0,7,9,0,0,5,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2,0,0,3,0,0,0,0,0,0,4,0
11 - Πέλλας,183 E.T. Δήμου Πέλλας,552,276,2,1,3,273,75,6,22,4,15,31,22,105,20,13,33,2,53,32,9,0,0,0,0,39,5,11,5,1,0,31,4,1,1,1,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,2,8,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,9,1,1,2,2,2,7,0,0,0,0,0,0,3,0
11 - Πέλλας,184 E.T. Δήμου Πέλλας,182,119,4,1,5,114,44,3,13,4,10,23,5,47,6,13,23,1,22,13,1,0,0,0,0,7,0,0,1,0,1,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
11 - Πέλλας,185 E.T. Δήμου Πέλλας,387,190,2,1,3,187,46,0,10,1,12,19,11,90,40,3,34,0,27,30,10,0,0,0,0,14,3,0,2,2,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,5,0
11 - Πέλλας,186 E.T. Δήμου Πέλλας,417,255,0,1,1,254,72,9,12,8,20,28,28,115,63,5,65,2,32,22,9,0,0,0,0,26,6,2,1,4,2,17,5,1,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,2,1,1,2,0,0,0,0,0,0,4,0
