ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Θωμά,ΒΑΓΕΝΑ ΚΗΛΑΗΔΟΝΗ ΑΝΝΑ χήρα Λουκιανού,ΓΕΛΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΖΩΓΡΑΦΟΣ ΒΑΣΙΛΕΙΟΣ του Χρήστου,ΚΑΡΙΠΙΔΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΚΟΚΚΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΛΗΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΙΤΗ) του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αβραάμ,ΣΟΥΡΛΑΝΤΖΗ ΖΑΧΑΡΑΚΗ ΧΑΡΙΚΛΕΙΑ (ΡΟΥΛΑ) του Γεωργίου,ΧΡΗΣΤΟΥ ΧΡΥΣΟΥΛΑ του Χαράλαμπου,Νέα Δημοκρατία,ΑΔΑΜΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΑΞΙΟΓΛΟΥ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΑΛΛΑ ΘΕΟΔΩΡΑ του Μάρκου,ΚΑΡΑΒΑΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΑΡΑΧΑΛΙΟΣ ΘΕΟΦΙΛΟΣ του Σωτηρίου,ΚΑΤΣΙΑΝΤΩΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΕΛΛΑΣ ΧΡΗΣΤΟΣ του Αχιλλέα,ΜΠΙΖΙΟΥ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΣΙΑΦΑΡΙΚΑ ΑΘΗΝΑ του Παύλου,ΤΖΑΝΑΚΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΧΑΡΑΚΟΠΟΥΛΟΣ ΜΑΞΙΜΟΣ του Παντελή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΗΣΗ ΖΑΧΑΡΟΥΛΑ του Κωνσταντίνου,ΛΑΜΠΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΛΙΑΠΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΜΠΙΛΛΗ-ΤΣΙΤΣΕ ΜΑΡΙΑ συζ. Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ-ΔΟΥΚΑΣ ΝΙΚΟΛΑΟΣ-ΙΩΑΝΝΗΣ του Δημητρίου,ΤΖΟΥΤΣΑΣ ΠΕΤΡΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΑΓΟΡΙΤΣΑ ΦΑΝΗ του Θεόφιλου,ΓΑΛΛΙΟΥ ΜΑΡΙΑ του Ιωάννη,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Γρηγορίου,ΚΟΥΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΙΑΚΟΥΛΗ ΕΥΑΓΓΕΛΙΑ του Θεοφάνη,ΜΑΡΟΥ ΜΑΙΡΗ του Ιωάννη,ΜΠΑΡΓΙΩΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Δημητρίου (Τάκη),ΣΑΧΙΝΙΔΗΣ ΦΙΛΙΠΠΟΣ του Δημητρίου,ΤΟΛΙΚΑΣ ΜΙΧΑΗΛ του Στεργίου,ΤΣΙΤΑ ΒΑΣΙΛΙΚΗ του Γεωργίου,Κ.Κ.Ε.,ΑΒΡΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΑΡΖΟΜΑΝΙΔΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΓΑΒΑΛΑ ΜΑΡΙΑ του Ρωσσέτου,ΔΑΣΚΑΛΑΚΗ ΑΓΓΕΛΑ του Μιχαήλ,ΚΑΡΥΩΤΗ ΚΥΡΙΑΚΗ του Αθανασίου,ΚΡΙΚΗΣ ΠΕΤΡΟΣ του Χρήστου,ΛΑΜΠΡΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Αριστείδη,ΜΑΡΟΥΔΑΣ ΡΙΖΟΣ του Κυριαζή,ΠΑΣΧΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΤΣΙΑΠΛΕΣ ΑΝΑΣΤΑΣΙΟΣ του Θωμά,ΤΣΙΚΡΙΤΣΗΣ ΑΣΤΕΡΙΟΣ του Αντωνίου,Ένωση Κεντρώων,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΚΑΦΕΝΟΥΔΗ ΙΩΑΝΝΑ του Ευαγγέλου,ΛΕΚΚΟΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΜΑΝΤΕΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΑΣΙΚΑ ΖΩΗ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΝΤΑΖΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΑΝΙΔΑ ΜΑΡΙΝΑ του Κωνσταντίνου,ΤΣΕΤΣΙΛΑΣ ΑΘΑΝΑΣΙΟΣ του Πέτρου,ΤΣΙΑΜΟΥΡΑ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΠΑΝΤΑΖΗΣ ΚΥΡΙΑΚΟΣ του Σάββα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΝΗΚΟΜΣΙΟΥ ΘΕΟΦΑΝΗΣ του Αποστόλου,ΚΑΡΑΝΑΣΤΑΣΗ ΑΙΚΑΤΕΡΙΝΗ του Χρήστου,ΣΙΟΥΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΤΣΑΜΟΥΡΗ ΦΩΤΕΙΝΗ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΚΟΥΖΙΩΚΑΣ ΑΠΟΣΤΟΛΟΣ του Χρήστου,ΚΑΡΑΒΕΝΤΖΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΡΑΓΚΟΥΝΗ ΑΝΘΗ του Ιωάννη,ΝΑΚΟΥ ΛΑΜΠΡΙΝΗ του Απόστολου,ΝΤΟΥΛΑΠΤΣΗΣ ΓΕΩΡΓΙΟΣ του Παρασκευά,ΠΕΡΙΣΤΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ναπολέοντος,ΡΑΜΙΩΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΒΑΡΝΑΣ ΓΡΗΓΟΡΙΟΣ του Ιωάννη,ΣΙΔΗΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Γεωργίου,ΤΣΙΟΥΤΡΑ ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΦΩΤΙΟΥ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΚΑΜΠΟΖΗΣ ΠΑΡΑΣΧΟΣ (ΠΑΡΗΣ) του Θεοδώρου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΖΩΚΑΣ ΔΑΜΙΑΝΟΣ του Γρηγορίου,ΚΕΣΙΔΟΥ ΓΕΩΡΓΙΑ του Λαζάρου,ΚΟΚΚΑΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΚΩΤΣΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αποστόλου,ΜΑΝΤΖΙΟΥ ΦΑΝΗ του Ιωάννη,ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΑΛΑΤΣΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΝΑΣΙΚΑΣ ΝΑΣΟΥΛΙΑΣ του Γρηγορίου,ΣΔΡΟΛΙΑΣ ΛΑΜΠΡΟΣ του Γεωργίου,ΦΟΥΝΤΑ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΖΥΓΟΓΙΩΡΓΟΣ ΝΙΚΟΛΑΟΣ του Αστερίου,ΚΑΝΑΚΗΣ ΜΙΧΑΗΛ του Πέτρου,ΚΟΚΚΙΝΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΜΑΝΤΑ ΣΤΥΛΙΑΝΗ του Χρήστου,ΧΑΤΖΗ ΑΓΓΕΛΙΚΗ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΖΑΡΔΑΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΟΥΚΑΣ ΓΕΩΡΓΙΟΣ-ΑΝΤΩΝΙΟΣ του Δημητρίου,Λαϊκή Ενότητα,ΒΡΥΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΓΙΑΝΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΘΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΜΠΑΛΑΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΟΛΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜέΡΑ25,ΙΩΑΝΝΟΥ ΔΙΑΜΑΝΤΩ-ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΚΑΝΑΡΕΛΗ ΣΤΑΜΑΤΙΝΑ του Γεωργίου,ΛΟΚΑ ΠΟΛΥΞΕΝΗ (ΤΖΕΝΗ) του Βασιλείου,ΝΑΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Νικολάου,ΣΟΦΙΚΙΤΗΣ ΠΕΤΡΟΣ του Ανδρέα,ΦΟΙΝΙΚΙΑΔΗΣ ΜΙΧΑΗΛ του Αναστασίου,ΧΛΟΠΤΣΙΟΣ ΙΩΑΝΝΗΣ του Πασχάλη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΚΕΝΣ ΓΕΩΡΓΙΟΣ-ΡΕΝΕ του Ντέτλεφ,ΚΟΛΤΣΙΔΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΜΠΟΛΜΑΤΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΔΑΡΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΑΓΕΩΡΓΟΣ ΛΑΜΠΡΟΣ του Ταξιάρχη,ΣΚΡΕΤΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,Ανεξάρτητοι Υποψήφιοι,ΝΤΡΙΓΚΟΓΙΑΣ ΧΡΗΣΤΟΣ του Βασιλείου
22 - Λάρισας,23 E.T. Δήμου Αγιάς,352,220,2,1,3,217,60,0,2,11,2,6,6,32,1,5,0,4,85,10,4,3,5,11,13,26,17,12,16,48,16,5,1,6,1,3,3,1,17,4,6,0,0,7,0,11,0,4,2,1,16,0,0,1,1,0,0,12,11,13,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,14,8,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
22 - Λάρισας,24 E.T. Δήμου Αγιάς,501,303,1,0,1,302,93,19,1,16,16,18,16,39,10,45,3,8,144,13,10,10,14,27,16,52,31,17,37,89,8,3,1,7,2,3,0,0,19,1,6,2,1,8,5,1,0,8,5,0,10,0,0,4,1,0,0,6,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,1,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,2,0,3,2,3,1,2,1,2,1,0,0,1,1,1,0,0
22 - Λάρισας,25 E.T. Δήμου Αγιάς,329,208,4,1,5,203,74,0,4,33,10,2,6,25,10,5,3,3,57,2,8,2,4,2,1,26,6,8,18,39,3,1,0,1,2,1,1,0,24,0,6,5,0,12,1,6,1,9,1,0,27,0,1,2,0,0,5,16,20,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
22 - Λάρισας,26 E.T. Δήμου Αγιάς,369,238,1,0,1,237,77,27,7,10,11,3,3,35,2,19,3,4,116,35,5,2,1,10,22,56,11,12,20,72,5,1,1,1,2,0,0,0,12,0,4,0,0,6,0,0,0,9,0,3,12,1,2,2,2,1,1,3,5,0,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
22 - Λάρισας,27 E.T. Δήμου Αγιάς,385,253,3,0,3,250,59,0,0,9,5,2,3,18,2,18,0,2,77,12,6,3,7,19,8,39,16,5,17,46,8,7,1,6,0,0,0,4,30,4,8,0,1,15,0,4,0,10,7,0,59,2,0,2,0,9,2,40,46,31,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,6,6,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,2,0,2,2,0,5,0,0,0,0,0,0,1,1,0,0,0
22 - Λάρισας,28 E.T. Δήμου Αγιάς,238,142,4,0,4,138,51,0,3,15,5,9,9,23,6,3,3,3,56,11,2,2,3,10,3,20,10,3,9,29,4,3,1,2,3,0,1,0,15,0,1,0,0,8,0,8,0,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
22 - Λάρισας,29 E.T. Δήμου Αγιάς,340,240,5,0,5,235,75,0,8,19,7,4,13,26,5,4,3,3,98,10,3,4,10,13,8,39,22,8,33,51,10,6,1,3,2,3,1,0,17,1,2,1,2,7,0,13,0,6,6,1,8,1,0,0,1,0,0,3,2,0,4,1,2,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,7,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,8,2,1,0,4,1,2,0,1,0,0,0,0,0,0,4,1,1,0,0
22 - Λάρισας,30 E.T. Δήμου Αγιάς,501,325,4,1,5,320,128,128,13,40,8,27,23,62,5,23,6,3,99,13,3,4,4,9,16,33,19,7,32,45,2,1,1,1,0,0,0,0,41,2,13,3,0,12,5,11,5,12,7,3,14,1,0,2,0,0,1,2,6,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,13,13,4,2,1,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,10,2,4,1,1,2,0,0,1,2,0,1,1,0,0,2,2,0,0,0
22 - Λάρισας,31 E.T. Δήμου Αγιάς,500,311,0,1,1,310,93,0,7,28,3,16,8,38,7,13,6,1,141,17,8,9,10,14,18,57,31,30,36,73,3,0,0,2,0,0,1,0,17,1,3,0,0,7,0,4,0,2,3,1,18,0,0,3,0,0,0,4,6,1,3,0,3,0,1,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,1,4,2,1,1,0,1,3,0,1,0,0,0,4,0,0,1,1
22 - Λάρισας,32 E.T. Δήμου Αγιάς,508,313,5,4,9,304,128,0,7,27,12,32,11,55,11,32,1,5,80,10,1,0,5,5,10,34,21,12,24,32,4,1,0,2,0,1,1,1,38,4,8,1,0,9,2,19,1,3,6,0,19,1,1,3,2,1,0,5,11,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,1,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,1,0,1,0,3,0,2,0,0,0,3,2,1,2,1
22 - Λάρισας,33 E.T. Δήμου Αγιάς,540,323,5,4,9,314,133,0,11,35,4,25,13,58,10,26,1,7,96,8,7,4,5,9,11,33,22,45,21,35,2,0,0,0,1,0,1,0,30,1,7,0,1,5,0,12,4,3,4,2,20,0,1,3,0,1,4,7,9,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,1,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10,0,0,1,0,1,4,0,0,1,0,0,0,0,0,3,2,1,2,2
22 - Λάρισας,34 E.T. Δήμου Αγιάς,296,181,5,1,6,175,40,40,2,13,7,1,8,16,2,4,2,0,68,9,5,2,14,10,13,14,19,11,21,23,1,0,0,0,0,0,0,0,10,2,1,0,1,2,1,6,2,1,2,2,39,1,0,10,0,0,1,25,27,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,0,0,2,2,0,1,0,1,1,0,1,0,0,4,3,4,0,0
22 - Λάρισας,35 E.T. Δήμου Αγιάς,351,192,2,0,2,190,61,0,2,23,9,1,8,23,4,6,2,2,81,8,5,6,18,6,10,25,20,14,23,42,4,1,2,1,1,1,2,0,9,0,4,1,0,8,0,3,0,2,2,2,16,0,0,6,0,0,0,11,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,7,0,0,2,1,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0
22 - Λάρισας,36 E.T. Δήμου Αγιάς,446,237,3,0,3,234,57,22,2,14,3,8,10,16,2,3,2,2,114,5,6,7,25,14,35,22,20,7,25,33,15,4,3,2,4,0,1,3,19,4,4,1,0,3,3,5,1,4,0,8,8,0,3,3,1,0,0,6,5,0,1,1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,1,0,0,0,0,0,0,0,0,6,3,3,0,0
22 - Λάρισας,37 E.T. Δήμου Ελασσόνας,562,337,5,2,7,330,92,0,8,7,12,8,37,29,16,0,6,2,169,7,6,2,5,24,42,69,66,22,19,71,12,3,5,7,2,0,7,0,15,0,8,0,1,9,0,7,0,11,3,0,11,2,0,1,1,0,0,4,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,4,2,2,0,0,1,1,3,2,1,1,0,0,2,1,0,1,1
22 - Λάρισας,38 E.T. Δήμου Ελασσόνας,568,333,4,1,5,328,89,50,6,22,5,7,37,24,20,9,3,5,187,13,3,4,9,31,51,79,100,20,29,93,8,3,0,1,5,0,0,0,24,1,11,0,0,12,0,11,1,19,5,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,1,0,2,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22 - Λάρισας,39 E.T. Δήμου Ελασσόνας,534,334,10,2,12,322,72,0,4,11,4,2,31,25,9,1,3,2,181,6,7,5,13,34,37,95,64,35,24,77,20,9,3,2,5,5,5,1,14,1,2,0,0,5,1,3,1,4,1,1,11,7,0,0,1,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,9,1,2,1,1,2,1,5,4,3,0,1,0,0,0,1,0,0,0,0
22 - Λάρισας,40 E.T. Δήμου Ελασσόνας,552,322,7,0,7,315,80,0,4,12,6,6,30,19,19,2,1,3,188,2,5,4,10,31,52,86,97,20,22,83,8,4,0,4,4,4,3,0,16,0,8,0,2,3,0,12,0,13,0,1,9,6,1,1,1,1,0,4,0,0,5,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,1,2,1,0,0,3,0,1,0,0
22 - Λάρισας,41 E.T. Δήμου Ελασσόνας,534,314,5,4,9,305,94,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
22 - Λάρισας,42 E.T. Δήμου Ελασσόνας,250,158,1,1,2,156,53,53,29,14,2,1,28,13,11,1,0,0,52,0,1,0,1,12,37,23,15,0,8,32,2,2,0,1,1,2,0,0,26,1,2,0,3,17,2,9,2,6,9,1,10,6,0,2,2,1,1,3,0,1,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22 - Λάρισας,43 E.T. Δήμου Ελασσόνας,342,209,1,0,1,208,64,64,17,9,9,0,38,8,1,4,0,1,126,13,0,4,1,16,17,78,71,3,7,56,3,0,0,0,0,1,0,0,5,0,0,0,1,4,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,1,4,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22 - Λάρισας,44 E.T. Δήμου Ελασσόνας,420,256,1,1,2,254,63,12,9,14,4,0,37,12,2,2,0,2,157,21,0,5,4,22,30,84,64,21,12,88,5,0,3,1,2,2,2,0,8,1,5,0,0,7,0,1,0,7,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,1,0,0,1,0,1,0,0,3,0,0,1,0,1,1,0,2,2,1,0,0,0,0,0,5,2,2,0,1,1,0,1,2,0,0,0,0,0,0,2,2,2,0,0
22 - Λάρισας,45 E.T. Δήμου Ελασσόνας,522,296,0,0,0,296,64,0,4,3,50,2,12,15,5,5,1,0,143,7,9,7,6,3,44,57,66,11,43,62,16,4,6,11,5,4,3,1,23,1,10,1,1,10,0,10,3,9,5,0,14,5,0,1,4,0,1,9,0,0,9,1,7,0,1,1,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,2,1,4,2,2,3,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
22 - Λάρισας,46 E.T. Δήμου Ελασσόνας,520,275,6,3,9,266,63,0,4,8,56,4,15,13,2,0,2,1,112,1,2,3,1,4,47,53,60,9,33,51,4,0,1,1,0,0,1,0,44,2,20,0,2,26,3,25,8,12,11,1,17,9,0,1,0,0,2,10,0,1,10,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,17,0,0,0,1,5,1,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0
22 - Λάρισας,47 E.T. Δήμου Ελασσόνας,517,282,2,0,2,280,57,0,2,5,48,3,6,8,1,1,3,0,135,14,1,5,7,2,64,67,68,27,37,53,11,1,0,3,1,3,4,2,18,0,8,0,0,12,0,12,0,5,2,0,21,17,0,0,0,1,2,15,0,0,17,3,6,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,14,14,1,1,3,4,3,0,2,4,3,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,4,2,3,2,0,0,1,0,0,1,1
