ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΟΥΛΙΑΡΟΥ ΘΕΟΔΩΡΑ του Δημητρίου,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ (ΜΙΜΗΣ) του Κλεάνθη,ΘΕΟΦΥΛΑΚΤΟΣ ΙΩΑΝΝΗΣ του Γαβριήλ,ΘΕΟΧΑΡΗ ΣΤΥΛΙΑΝΗ του Χαράλαμπου,ΜΟΥΜΟΥΛΙΔΗΣ ΘΕΜΙΣΤΟΚΛΗΣ (ΘΕΜΗΣ) του Σταματίου,ΝΤΖΙΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Νέα Δημοκρατία,ΑΚΡΙΤΙΔΗΣ ΠΟΛΥΧΡΟΝΙΟΣ (ΧΡΟΝΗΣ) του Παναγιώτη,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ (ΕΥΗ) του Ευαγγέλου,ΣΕΜΕΡΤΖΙΔΟΥ ΚΑΛΛΙΟΠΗ (ΠΟΠΗ) του Μιλτιάδη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΗΣ ΣΠΥΡΙΔΩΝ του Προκοπίου,ΖΑΡΟΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ του Οδυσσέα,ΚΑΡΑΒΕΛΙΑΣ ΣΤΕΡΓΙΟΣ του Αθανασίου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Λαζάρου,ΤΣΙΟΤΣΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Κίνημα Αλλαγής,ΒΡΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Τριαντάφυλλου,ΓΚΡΙΤΖΕΛΗ-ΤΟΚΜΑΚΙΔΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Πάσχου,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΒΟΥΡΑ-ΓΕΛΑΔΑΡΗ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΤΑΪΓΑΝΙΔΟΥ ΕΛΕΝΗ του Ιωάννη,ΤΣΙΛΦΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Χρήστου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΑΝΤΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Φωτίου,ΚΟΥΔΟΥΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ-ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΛΑΜΠΑΔΑ ΧΑΡΙΣ του Αριστείδη,ΤΑΤΑΡΙΔΗΣ ΠΕΤΡΟΣ του Φιλίππου,ΤΣΙΓΚΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Κωνσταντίνου,Ένωση Κεντρώων,ΚΩΤΣΙΔΗΣ ΛΑΖΑΡΟΣ του Κοσμά,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΛΟΥΤΣΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΜΠΑΡΜΠΕΡΗ ΣΟΦΙΑ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΔΙΝΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΠΡΑΣΣΟΣ ΣΤΕΦΑΝΟΣ του Αστερίου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρισίου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΠΑΠΑΔΑΤΟΥ ΑΛΕΞΑΝΔΡΑ του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΣΠΟΙΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χαραλάμπους,ΛΑΖΑΡΑΤΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ιωάννη,ΜΕΤΟΙΚΙΔΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Κωνσταντίνου,ΣΑΛΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Θεοδώρου,Κ.Κ.Ε. (μ-λ),ΑΒΟΥΖΟΥΚΛΙΔΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΚΑΔΟΓΛΟΥ ΘΕΟΔΟΣΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΚΑΛΟΓΙΑΝΝΙΔΗΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΣΑΡΔΕΛΗ ΦΩΤΕΙΝΗ του Γεωργίου,ΣΕΡΕΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΣΜΥΡΛΗ ΣΩΤΗΡΙΑ του Σταύρου,ΤΣΟΥΦΛΙΔΗΣ ΑΝΤΩΝΙΟΣ του Χαραλάμπους,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΡΑΔΗΜΟΥ ΑΛΕΞΑΝΔΡΑ του Χρήστου,ΚΩΣΤΑΚΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜΕΛΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΛΕΤΣΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΠΛΙΑΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,93 E.T. Δήμου Εορδαίας,485,334,9,2,11,323,105,15,27,26,22,7,29,3,95,31,8,36,41,31,2,13,5,2,3,0,0,2,32,4,2,1,1,15,4,20,17,0,0,4,7,1,10,2,7,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,2,3,10,4,6,0,0,0,0,0,0,2,2,19,7,1,3,0,3,3,1,1,1,2,0,7,2
15 - Κοζάνης,94 E.T. Δήμου Εορδαίας,420,112,2,1,3,109,29,1,11,7,8,2,5,3,55,20,3,29,35,7,1,6,7,2,0,0,3,0,4,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,1,2,1,1,4,0,0,0,0,0,0,0,0
15 - Κοζάνης,95 E.T. Δήμου Εορδαίας,527,200,2,2,4,196,62,3,29,20,5,7,18,4,71,19,4,40,25,32,0,1,5,2,1,1,0,1,29,0,1,2,0,5,0,28,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2,2,1,4,7,4,6,3,1,1,0,0,6,2,0,1,0,2,0,0,0,0,0,0,1,1
15 - Κοζάνης,96 E.T. Δήμου Εορδαίας,564,221,0,0,0,221,80,8,39,13,12,3,12,12,73,22,8,28,22,21,0,4,11,3,1,1,3,1,28,0,8,0,0,2,2,28,8,0,0,4,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,0,0,5,3,0,2,1,0,0,0,0,7,2,0,0,1,2,0,0,0,0,0,0,2,1
15 - Κοζάνης,97 E.T. Δήμου Εορδαίας,566,279,2,2,4,275,74,5,46,18,5,7,14,2,78,35,9,25,26,30,1,2,6,2,2,0,0,0,85,0,7,7,1,13,1,78,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,5,2,5,0,0,0,0,0,12,2,0,1,2,3,2,0,0,2,1,0,0,0
15 - Κοζάνης,98 E.T. Δήμου Εορδαίας,467,285,2,2,4,281,124,18,50,29,6,10,30,12,77,20,15,34,27,12,2,7,6,1,2,2,1,0,25,0,1,3,2,7,2,16,10,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,7,1,0,7,3,0,0,15,2,0,3,0,0,4,0,0,0,0,1,0,1,0,5,0,1,0,1,2,3,1,1,1,0,0,5,3
15 - Κοζάνης,99 E.T. Δήμου Εορδαίας,562,335,2,3,5,330,144,29,59,45,11,3,45,14,99,20,17,51,34,17,0,2,1,1,1,0,0,0,51,0,8,3,0,10,12,30,5,1,0,1,1,1,2,0,2,0,0,0,1,0,0,0,1,0,1,1,3,1,0,3,1,0,0,6,1,0,0,2,0,1,0,0,0,0,1,0,0,0,14,3,4,2,0,2,2,0,0,0,0,1,1,1
15 - Κοζάνης,100 E.T. Δήμου Εορδαίας,398,231,1,1,2,229,77,16,27,26,3,9,20,2,63,13,2,16,16,47,2,3,2,0,0,0,0,0,37,3,1,3,0,11,4,30,35,7,2,5,8,3,22,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,2,2,2,0,0,0,0,0,8,2,3,4,0,2,0,0,0,0,0,0,2,1
15 - Κοζάνης,101 E.T. Δήμου Εορδαίας,332,200,4,1,5,195,72,13,11,27,9,13,23,3,67,21,11,15,25,34,4,2,0,0,0,0,0,0,22,1,3,1,1,13,0,18,26,4,0,2,12,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,0
15 - Κοζάνης,102 E.T. Δήμου Εορδαίας,440,247,1,6,7,240,68,10,16,30,12,4,14,5,81,14,6,36,24,28,0,1,3,0,0,0,1,0,38,1,1,2,0,15,7,26,8,1,1,0,0,1,1,2,8,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,18,1,2,2,2,1,2,1,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,8,2
15 - Κοζάνης,103 E.T. Δήμου Εορδαίας,520,301,3,0,3,298,76,8,21,30,8,7,22,6,100,25,3,58,37,37,1,7,5,3,0,0,2,1,56,7,6,1,5,16,19,32,8,1,0,1,1,1,4,2,11,3,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,22,7,2,4,5,8,4,0,0,0,0,0,0,1,1,11,4,5,4,3,1,1,0,0,0,0,0,6,0
15 - Κοζάνης,104 E.T. Δήμου Εορδαίας,495,256,6,1,7,249,50,6,4,24,7,4,9,1,127,45,11,71,29,41,2,3,6,2,2,3,0,0,31,2,2,3,0,22,3,12,8,1,0,7,0,0,2,0,6,2,0,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,3,2,2,1,1,1,0,0,1,0,1,3,1
15 - Κοζάνης,105 E.T. Δήμου Εορδαίας,519,269,2,2,4,265,54,17,7,16,9,6,13,6,142,51,9,62,39,41,6,6,2,1,1,0,0,0,30,4,2,3,0,17,3,11,10,0,0,7,2,1,0,2,5,1,1,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,6,3,3,2,2,0,0,0,0,0,0,0,0,1,1,6,2,3,1,1,2,2,0,0,1,0,0,5,3
15 - Κοζάνης,106 E.T. Δήμου Εορδαίας,502,215,3,1,4,211,66,6,17,8,11,5,20,5,106,15,3,81,25,35,4,5,3,1,1,0,1,0,9,0,0,1,1,3,0,2,5,3,0,0,2,0,2,0,3,3,0,0,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0,5,3,1,0,1,0,2,0,0,0,0,0,0,0,0,6,2,2,0,2,1,2,1,0,0,0,0,4,0
15 - Κοζάνης,107 E.T. Δήμου Εορδαίας,450,178,1,1,2,176,48,5,18,9,11,6,13,6,96,9,8,84,13,23,3,3,6,1,2,1,4,0,10,0,2,1,1,6,0,5,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,4
15 - Κοζάνης,108 E.T. Δήμου Εορδαίας,456,232,3,1,4,228,82,15,21,15,10,7,22,5,104,22,8,76,18,20,5,1,5,0,3,1,1,0,15,0,4,0,0,10,1,10,8,0,0,4,1,1,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,1
15 - Κοζάνης,109 E.T. Δήμου Εορδαίας,409,232,0,0,0,232,82,11,24,21,6,5,40,2,85,23,3,57,24,24,3,4,9,4,5,2,1,0,20,0,4,0,1,2,1,16,5,0,2,2,0,0,1,0,14,14,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,1,1,3,0,2,1,0,0,0,0,0,0,0,0,5,1,1,0,2,1,1,1,0,0,0,1,4,2
15 - Κοζάνης,110 E.T. Δήμου Εορδαίας,438,245,2,2,4,241,82,16,17,11,9,1,41,6,87,13,7,59,22,21,3,2,12,4,3,2,2,2,25,0,7,1,1,12,7,16,2,0,0,2,0,0,1,0,19,17,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,3,2,0,1,2,0,0,0,0,0,0,1,1
15 - Κοζάνης,111 E.T. Δήμου Εορδαίας,428,231,3,0,3,228,73,8,10,13,9,0,45,2,100,21,3,70,29,19,2,3,8,1,1,0,0,1,15,2,0,1,0,8,2,8,3,1,0,2,0,0,2,1,16,14,2,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,1,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,4,1
15 - Κοζάνης,112 E.T. Δήμου Εορδαίας,576,413,6,2,8,405,69,8,16,26,25,5,30,17,240,71,14,169,50,57,1,6,18,11,5,1,0,0,34,2,2,2,1,6,6,26,19,1,0,2,0,0,18,3,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,12,5,3,1,3,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,6,3
15 - Κοζάνης,113 E.T. Δήμου Εορδαίας,499,333,3,0,3,330,60,8,24,22,16,6,25,2,179,49,6,136,46,36,2,7,14,6,4,2,3,1,27,1,1,1,0,2,5,26,29,0,0,1,0,0,28,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,3,3,1,0,0,0,0,0,0,0,1,0,10,2,2,2,4,1,0,0,0,0,0,0,1,0
15 - Κοζάνης,114 E.T. Δήμου Εορδαίας,224,151,2,0,2,149,42,3,11,17,7,4,18,2,38,7,3,27,9,10,0,1,2,2,0,1,0,0,12,1,0,1,0,6,0,5,36,4,0,3,0,0,28,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,2,0,1,0,1,5,2
15 - Κοζάνης,115 E.T. Δήμου Εορδαίας,381,234,2,1,3,231,75,8,21,15,21,11,27,1,104,26,7,72,35,30,4,4,7,4,3,2,0,1,20,2,3,1,0,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1,1,1,3,0,0,0,0,0,0,0,0,8,8,1,3,0,3,1,1,1,0,0,0,5,5
15 - Κοζάνης,116 E.T. Δήμου Εορδαίας,443,266,3,1,4,262,74,11,45,20,11,10,23,6,134,40,9,109,43,20,1,7,4,2,0,1,0,1,17,1,1,1,1,12,0,14,2,0,0,1,1,0,2,0,6,5,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,13,4,1,1,2,2,0,0,0,0,0,0,4,2
15 - Κοζάνης,117 E.T. Δήμου Εορδαίας,507,257,0,7,7,250,84,12,13,13,20,12,15,2,106,26,6,83,12,50,3,6,2,0,0,0,0,0,15,0,1,3,0,3,1,0,12,0,0,4,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,8,1,0,3,1,2,0,0,0,0,0,0,1,0,10,1,1,2,0,1,1,1,0,0,0,0,3,2
15 - Κοζάνης,118 E.T. Δήμου Εορδαίας,491,235,6,3,9,226,43,4,11,12,7,10,11,1,123,42,4,93,9,50,2,5,3,2,1,1,0,0,22,1,1,2,0,9,2,13,10,1,0,1,0,0,6,0,4,1,1,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,6,1,2,1,0,1,0,0,0,0,0,0,0,1,0,11,3,1,1,0,2,1,1,0,0,0,1,1,0
15 - Κοζάνης,119 E.T. Δήμου Εορδαίας,540,326,2,5,7,319,96,14,27,36,15,9,19,6,147,83,17,59,70,28,1,2,10,6,2,0,1,1,15,0,2,1,1,1,1,15,13,1,2,5,1,1,7,2,3,2,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,16,7,3,1,3,2,2,0,0,0,0,0,0,0,0,9,5,1,0,0,1,4,1,0,1,0,0,4,4
15 - Κοζάνης,120 E.T. Δήμου Εορδαίας,529,307,7,2,9,298,101,9,32,47,14,3,30,6,130,48,14,54,35,48,2,3,7,2,1,4,0,2,11,1,1,0,1,4,2,7,13,1,0,6,1,1,5,0,8,6,0,1,2,1,0,0,0,0,0,0,2,2,0,0,2,0,0,11,6,2,1,0,1,3,1,0,0,0,2,2,0,0,7,2,0,1,0,0,2,0,0,0,0,0,3,2
15 - Κοζάνης,121 E.T. Δήμου Εορδαίας,554,297,4,2,6,291,100,18,27,51,7,7,20,5,121,36,10,48,37,40,1,6,9,4,2,3,4,0,16,0,1,1,1,7,2,9,8,0,2,5,4,0,0,1,3,2,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,12,7,1,3,4,0,2,0,0,0,0,0,0,1,0,11,4,1,3,3,1,2,1,0,0,1,1,5,5
15 - Κοζάνης,122 E.T. Δήμου Εορδαίας,558,294,4,0,4,290,93,13,31,35,17,10,34,3,113,45,12,42,39,36,2,2,9,4,2,2,2,1,25,4,1,6,1,8,2,15,20,4,2,8,4,0,9,5,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,2,0,0,1,0,2,2,1,2,0,0,0,0,0,11,5,2,2,5,2,1,0,0,0,0,0,4,0
15 - Κοζάνης,123 E.T. Δήμου Εορδαίας,534,287,2,2,4,283,101,21,28,39,14,9,27,6,127,51,11,47,42,42,3,4,5,5,1,1,0,0,8,0,2,1,0,5,0,3,10,1,2,5,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,3,6,3,0,0,0,0,0,0,0,1,1,9,3,2,1,0,1,5,1,0,1,2,0,5,2
15 - Κοζάνης,124 E.T. Δήμου Εορδαίας,537,292,3,3,6,286,87,9,37,33,8,2,24,2,129,53,16,53,39,33,0,5,7,3,0,0,2,1,24,4,1,5,1,4,4,6,7,0,0,3,0,0,3,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,10,7,1,0,2,2,3,0,0,0,0,0,0,0,0,8,1,0,2,3,1,2,0,0,0,0,0,7,5
15 - Κοζάνης,125 E.T. Δήμου Εορδαίας,562,325,5,0,5,320,93,13,26,46,8,3,23,4,145,63,15,50,39,43,1,9,17,5,2,1,1,1,24,2,1,4,1,6,4,9,10,2,1,4,0,1,4,3,2,0,0,0,0,0,0,0,5,0,1,4,1,0,0,0,0,0,0,8,4,2,1,1,0,2,0,0,0,0,0,0,1,0,9,1,3,2,0,0,1,0,0,0,0,0,4,1
15 - Κοζάνης,126 E.T. Δήμου Εορδαίας,564,339,3,0,3,336,115,11,33,42,16,7,46,8,131,45,14,78,39,36,0,1,9,1,3,0,1,0,17,1,3,1,1,0,1,9,20,0,0,8,1,1,11,1,4,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19,5,0,5,2,0,6,0,0,0,0,0,0,1,1,14,4,2,6,5,4,2,0,2,0,1,1,3,2
15 - Κοζάνης,127 E.T. Δήμου Εορδαίας,525,300,7,0,7,293,115,16,47,32,16,6,41,3,120,38,13,48,31,43,6,5,9,3,2,1,5,0,11,2,0,0,0,4,1,5,19,2,0,10,1,0,10,4,3,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,2,0,0,7,3,1,5,1,1,0,0,0,0,0,0,0,1,0,4,1,1,0,2,1,1,0,0,0,0,0,1,1
15 - Κοζάνης,128 E.T. Δήμου Εορδαίας,532,288,6,0,6,282,86,19,20,33,13,12,27,7,132,40,10,55,50,57,4,4,8,3,5,3,2,1,19,2,5,1,0,10,2,11,7,0,0,4,0,1,2,1,6,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,2,3,4,7,0,0,0,0,0,0,1,1,5,1,0,0,0,0,3,0,0,0,2,1,2,0
15 - Κοζάνης,129 E.T. Δήμου Εορδαίας,565,321,0,2,2,319,110,9,35,36,17,11,20,6,139,49,13,71,30,54,0,3,6,1,3,1,0,0,18,0,0,0,0,7,2,13,13,3,2,4,0,0,2,1,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,2,3,7,0,0,0,0,0,0,0,0,9,1,1,4,2,1,0,0,0,0,0,0,6,1
15 - Κοζάνης,130 E.T. Δήμου Εορδαίας,570,314,4,2,6,308,103,12,39,32,17,6,37,9,119,36,14,54,37,37,2,5,12,3,5,2,5,1,17,1,1,6,1,4,6,8,14,1,1,5,0,0,8,0,4,0,0,0,1,2,0,0,2,0,0,1,2,2,0,1,1,0,0,17,6,4,3,4,4,6,0,0,0,0,0,0,0,0,9,5,2,4,4,1,3,1,1,0,1,1,6,1
15 - Κοζάνης,131 E.T. Δήμου Εορδαίας,559,324,3,2,5,319,94,12,43,25,13,10,23,8,135,49,13,66,34,38,8,10,8,1,0,1,2,0,20,0,1,2,0,7,0,13,20,4,0,10,0,0,5,6,8,5,2,0,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,4,1,1,0,1,1,1,2,1,1,0,0,0,0,0,14,4,0,4,1,3,3,0,0,0,2,0,8,3
15 - Κοζάνης,132 E.T. Δήμου Εορδαίας,568,334,11,3,14,320,96,11,29,41,14,5,27,7,139,50,8,60,39,53,3,6,15,3,7,0,4,1,13,1,1,0,0,4,3,7,14,2,0,6,3,2,7,3,13,11,0,0,4,3,0,0,1,0,0,0,2,1,1,1,1,0,0,4,1,0,2,0,0,1,0,0,0,0,0,0,1,0,13,2,1,3,2,1,2,1,0,0,0,0,7,3
15 - Κοζάνης,133 E.T. Δήμου Εορδαίας,532,337,2,2,4,333,113,15,26,39,18,10,37,7,124,46,10,59,31,46,2,2,7,3,4,1,0,0,29,2,5,3,0,11,3,17,13,2,0,5,1,0,6,1,8,2,0,0,1,0,0,0,4,2,1,3,2,1,1,0,0,0,0,10,2,1,5,2,2,2,0,0,0,0,0,0,1,1,14,3,2,3,3,3,1,1,0,0,1,0,7,5
15 - Κοζάνης,134 E.T. Δήμου Εορδαίας,517,352,2,4,6,346,108,20,29,34,13,10,26,8,146,43,17,68,39,39,0,3,15,2,3,1,3,1,13,2,1,1,0,7,0,5,11,2,0,4,1,0,4,0,9,2,0,0,0,1,0,0,1,1,0,1,5,0,1,2,4,0,0,14,5,2,3,3,1,1,1,0,1,0,0,0,0,0,14,4,1,4,2,2,2,0,0,0,0,0,7,3
15 - Κοζάνης,135 E.T. Δήμου Εορδαίας,519,333,1,1,2,331,113,20,35,36,23,15,46,7,141,62,11,63,40,45,1,4,8,4,1,1,0,1,16,1,1,3,2,5,2,8,4,1,0,2,0,0,2,0,5,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,3,5,3,5,9,0,0,0,0,0,0,0,0,13,3,3,2,2,1,2,1,1,0,0,0,4,2
15 - Κοζάνης,136 E.T. Δήμου Εορδαίας,521,339,7,2,9,330,108,19,25,73,18,10,26,2,112,38,18,47,26,36,2,5,10,7,2,2,1,1,23,0,3,3,0,17,1,8,23,3,1,10,0,4,13,2,6,4,0,0,0,0,0,0,0,0,0,0,5,2,0,1,3,0,0,13,1,2,3,3,1,2,0,0,0,0,0,0,5,5,17,6,4,3,1,3,4,0,1,0,0,0,4,2
15 - Κοζάνης,137 E.T. Δήμου Εορδαίας,520,339,3,3,6,333,109,13,24,44,13,7,41,2,119,36,9,57,35,49,0,3,11,4,2,5,1,1,29,0,5,7,0,14,5,14,9,3,0,3,0,0,6,2,9,2,0,0,2,2,0,0,1,0,0,0,1,0,0,1,1,0,0,14,4,1,2,1,0,2,1,0,0,0,1,0,2,1,15,5,0,0,1,3,5,0,0,1,0,1,7,5
15 - Κοζάνης,138 E.T. Δήμου Εορδαίας,521,315,5,3,8,307,113,9,29,33,16,11,30,10,117,47,12,47,32,34,1,5,5,3,1,0,2,0,16,0,2,1,0,5,1,7,14,3,1,4,2,0,8,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,4,1,3,0,10,0,0,0,0,1,0,1,1,8,2,0,1,0,0,2,2,0,1,0,0,6,2
