ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΚΑΪΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΛΕΣΗ ΕΛΙΣΑΒΕΤ (ΕΛΙΖΑ) του Δημητρίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΡΙΖΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,Νέα Δημοκρατία,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ του Σπύρου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΜΠΑΧΑΡΙΔΟΥ ΧΡΥΣΗ του Γεωργίου,ΣΩΚΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Παντελή,ΦΑΡΑΝΤΑΤΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΙΜΗΝΙΔΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ευαγγέλου,ΔΟΥΛΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΘΕΟΧΑΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΡΑΓΓΕΛΙΔΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΤΣΙΓΓΕΡΛΙΩΤΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα Αλλαγής,ΒΑΣΙΛΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΖΑΠΑΡΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Εμμανουήλ,ΚΑΡΑΦΥΛΛΗΣ ΑΘΑΝΑΣΙΟΣ του Τραϊανού,ΜΑΛΚΟΠΟΥΛΟΥ ΜΟΡΦΩ του Θεοδώρου,ΟΥΣΤΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΓΚΑΤΖΙΔΗΣ ΣΤΑΜΑΤΙΟΣ του Χρήστου,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΜΙΧΑΗΛΙΔΗΣ ΣΙΔΕΡΗΣ του Γεωργίου,ΣΙΣΚΟΥ ΑΝΝΑ- ΜΑΡΙΑ του Ευαγγέλου,ΤΡΕΛΛΗ ΦΑΝΗ του Αποστόλου,ΧΙΩΝΗΣ ΙΩΑΝΝΗΣ του Νικολάου,Ένωση Κεντρώων,ΛΥΣΙΜΑΧΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΜΠΑΔΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΒΑΣΙΛΙΚΗ του Νικολάου,ΧΑΡΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΝΤΕΜΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΣΙΝΟΒΑΛΗ ΑΙΚΑΤΕΡΙΝΑ του Δημητρίου,ΛΑΖΟΣ ΒΑΣΙΛΕΙΟΣ του Βασιλείου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΥΡΟΥ ΜΑΡΙΑ του Παναγιώτη,ΛΑΖΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΟΛΥΜΕΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΚΙΤΣΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Ευαγγέλου,ΠΑΠΟΥΛΙΔΟΥ ΕΛΠΙΔΑ του Γεωργίου,ΠΑΥΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΣΠΑΧΗ ΣΤΥΛΙΑΝΗ του Λέανδρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΓΑΖΗ ΕΛΕΝΗ του Χρήστου,ΖΕΛΙΑΣΚΟΣ ΙΩΑΝΝΗΣ του Σάββα,ΚΟΣΜΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκή Ενότητα,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜέΡΑ25,ΒΑΪΔΟΥ ΑΝΝΑ του Ζήση,ΓΕΡΑΣΙΜΟΥ ΗΛΙΑΣ του Ιωάννη,ΛΟΥΪΖΟΥ ΜΑΡΙΑ ΙΩΑΝΝΑ του Βασιλείου,ΜΗΤΡΙΤΖΙΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΣΗΜΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Γεωργίου,ΙΩΣΗΦΙΔΗΣ ΣΑΒΒΑΣ του Στεφάνου,ΚΑΡΑΜΑΝΙΔΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΟΜΠΑΡΗ ΕΥΑΝΘΙΑ του Ευστρατίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,294 E.T. Δήμου Ορεστιάδας,466,75,1,0,1,74,9,5,0,0,2,0,2,41,18,15,25,8,3,1,4,1,0,1,0,0,14,2,6,1,1,0,10,4,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,295 E.T. Δήμου Ορεστιάδας,227,236,7,5,12,224,50,21,10,5,4,1,12,91,33,43,9,17,8,18,22,5,5,8,2,2,20,3,1,2,1,4,12,2,0,0,0,0,0,0,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,2,1,2,0,0,0,0,0,0,7,0,0,5,0,0,1,1,5,1,2,2,1,3,0,0,0,0,4,3
1 - Έβρου,296 E.T. Δήμου Ορεστιάδας,218,250,5,3,8,242,45,10,7,2,3,5,9,88,35,30,8,18,9,18,33,6,3,19,1,1,17,1,1,1,0,0,10,10,1,3,0,0,2,0,8,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,15,11,2,1,3,1,1,0,0,0,1,0,7,0,1,3,0,1,1,1,12,0,1,3,1,3,0,1,0,0,0,0
1 - Έβρου,297 E.T. Δήμου Ορεστιάδας,418,165,2,4,6,159,23,12,3,7,3,2,6,73,26,34,19,21,3,9,8,1,1,4,0,0,39,3,3,3,0,7,28,3,1,0,0,2,1,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,298 E.T. Δήμου Ορεστιάδας,398,134,1,2,3,131,21,15,2,1,1,1,4,64,29,22,15,21,4,5,4,2,1,1,0,0,27,1,3,1,0,3,22,1,1,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,6,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,299 E.T. Δήμου Ορεστιάδας,369,159,1,0,1,158,42,28,2,8,4,3,19,82,33,46,36,8,1,4,3,0,1,3,0,0,22,2,2,1,0,5,22,2,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1 - Έβρου,300 E.T. Δήμου Ορεστιάδας,398,150,0,0,0,150,35,10,7,3,8,0,15,63,26,34,20,12,2,2,5,1,2,3,1,1,31,2,3,1,0,7,30,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1
1 - Έβρου,301 E.T. Δήμου Ορεστιάδας,189,74,2,0,2,72,11,5,1,2,3,1,4,31,7,5,20,15,0,0,2,0,0,1,0,0,18,1,3,1,0,1,15,1,1,0,0,0,1,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,302 E.T. Δήμου Ορεστιάδας,94,52,0,0,0,52,9,5,0,0,0,0,2,23,5,6,1,17,1,2,1,0,0,1,0,0,14,0,1,0,2,0,11,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,303 E.T. Δήμου Σαμοθράκης,534,211,3,1,4,207,94,39,10,4,66,10,10,69,19,38,34,1,19,4,1,1,0,1,0,0,13,6,5,2,0,2,0,5,0,1,1,0,1,0,4,0,1,1,3,0,0,0,2,2,1,1,0,0,0,0,0,0,0,9,3,5,0,2,0,1,1,0,0,0,0,2,1,1,0,0,1,2,1,2,0,0,0,0,1,0,0,0,1,2,1
1 - Έβρου,304 E.T. Δήμου Σαμοθράκης,524,187,2,2,4,183,73,26,9,2,50,10,9,62,20,27,20,3,22,6,0,0,0,0,0,0,11,1,3,3,0,0,0,10,0,3,2,4,4,3,3,0,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16,4,12,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,2,1
1 - Έβρου,305 E.T. Δήμου Σαμοθράκης,521,192,10,4,14,178,85,23,9,6,55,20,15,46,7,18,10,4,14,7,2,0,1,0,1,0,19,5,9,3,0,3,3,8,1,4,2,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,2,1,1,0,1,0,1,4,1
1 - Έβρου,306 E.T. Δήμου Σαμοθράκης,457,248,6,4,10,238,47,12,7,6,19,1,10,111,28,55,41,8,32,16,16,6,7,2,3,1,16,2,12,2,0,8,1,3,0,0,0,1,1,2,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,35,6,26,0,2,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,1,2,0,1,0,0,0,1,0,0
1 - Έβρου,307 E.T. Δήμου Σαμοθράκης,513,354,5,7,12,342,91,28,13,7,47,10,8,128,28,48,46,6,29,19,19,3,2,4,3,0,33,9,16,2,1,6,3,6,2,0,2,1,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,39,1,28,3,1,1,2,0,0,0,0,0,2,0,0,1,0,1,0,0,9,4,2,1,0,5,3,1,0,1,7,3
1 - Έβρου,308 E.T. Δήμου Σαμοθράκης,510,382,7,3,10,372,115,38,22,11,76,17,11,115,37,45,38,6,30,16,14,3,6,4,4,2,39,14,16,5,6,11,5,4,0,1,0,0,2,0,3,1,1,0,0,2,0,0,1,0,0,1,1,0,1,0,0,1,0,60,6,50,2,3,5,2,0,0,0,0,0,3,1,1,0,0,0,1,1,10,1,5,5,5,3,2,2,0,0,3,2
1 - Έβρου,309 E.T. Δήμου Σαμοθράκης,267,105,2,0,2,103,32,11,6,2,19,5,4,42,11,14,21,0,12,9,2,0,0,0,0,0,19,9,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,310 E.T. Δήμου Σαμοθράκης,316,146,0,1,1,145,39,9,4,4,29,9,2,69,12,30,38,1,18,14,1,0,1,0,0,0,15,9,5,0,1,6,3,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,2,1,0,0,1,2,0,0,0,0,3,3
1 - Έβρου,311 E.T. Δήμου Σαμοθράκης,323,126,4,2,6,120,43,16,4,1,25,6,2,51,9,35,35,0,6,6,2,0,0,0,0,0,13,4,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1 - Έβρου,312 E.T. Δήμου Σουφλίου,443,207,6,5,11,196,38,5,10,4,8,10,14,109,27,53,29,15,14,31,5,2,1,0,0,1,20,4,5,2,0,6,4,7,1,5,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,9,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,313 E.T. Δήμου Σουφλίου,430,185,5,0,5,180,38,9,16,3,7,4,9,95,18,41,35,10,4,28,6,1,3,0,0,1,15,5,3,3,1,7,3,5,0,4,1,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,2,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,0,0,0
1 - Έβρου,314 E.T. Δήμου Σουφλίου,439,199,5,5,10,189,31,6,8,3,7,3,9,109,16,74,40,13,11,35,7,3,0,1,1,2,15,2,6,0,2,4,7,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,8,4,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,1,0,1,3,0,2,1,0,4,3
1 - Έβρου,315 E.T. Δήμου Σουφλίου,439,201,6,2,8,193,30,12,7,7,5,4,8,101,18,42,51,9,11,28,11,3,4,1,0,1,21,3,4,2,1,4,10,8,1,4,0,1,3,3,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11,6,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,2,2,2,1,0,0,0,0,0,0,0
1 - Έβρου,316 E.T. Δήμου Σουφλίου,340,141,1,3,4,137,21,4,4,2,2,2,7,71,10,30,13,14,10,21,2,0,1,1,1,0,19,1,7,1,0,1,9,7,5,6,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,4,2
1 - Έβρου,317 E.T. Δήμου Σουφλίου,336,154,1,0,1,153,38,8,3,10,7,4,17,87,11,49,10,14,5,29,1,0,1,0,0,0,13,4,6,0,1,0,7,8,7,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
1 - Έβρου,318 E.T. Δήμου Σουφλίου,308,100,3,0,3,97,18,6,6,8,4,2,6,41,11,15,12,12,4,14,8,4,1,0,0,0,19,16,4,1,0,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1 - Έβρου,319 E.T. Δήμου Σουφλίου,264,108,0,1,1,107,24,3,4,10,11,1,2,56,12,27,18,8,9,18,5,3,0,1,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,10,4,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,1,1
1 - Έβρου,320 E.T. Δήμου Σουφλίου,286,138,1,1,2,136,28,18,4,9,7,4,3,74,22,41,14,9,10,13,6,4,4,2,1,0,7,1,5,1,1,0,0,4,0,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,7,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
1 - Έβρου,321 E.T. Δήμου Σουφλίου,420,138,4,5,9,129,24,4,4,5,8,1,1,77,28,33,29,7,5,14,4,3,0,0,0,0,6,0,3,1,0,1,3,4,0,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,4,0,2,1,3,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,322 E.T. Δήμου Σουφλίου,335,154,1,2,3,151,37,14,6,13,13,3,1,81,26,35,27,9,13,19,2,1,0,0,0,0,5,4,2,0,0,0,1,9,2,1,3,2,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0
1 - Έβρου,323 E.T. Δήμου Σουφλίου,385,253,5,4,9,244,99,41,19,7,37,25,15,70,19,8,36,19,8,10,1,0,1,0,1,0,26,1,25,0,0,3,0,30,1,2,23,1,25,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,11,6,3,4,2,0,0,0,0,0,0,0
1 - Έβρου,324 E.T. Δήμου Σουφλίου,300,183,2,5,7,176,73,18,1,10,55,9,6,69,41,7,0,0,0,13,2,0,0,0,1,0,18,0,2,2,0,1,8,3,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0
1 - Έβρου,325 E.T. Δήμου Σουφλίου,365,231,9,8,17,214,71,30,4,4,32,12,5,96,43,21,20,15,7,9,0,0,0,0,0,0,30,1,5,0,1,3,14,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1,1,0,0,0,0,2,0
1 - Έβρου,326 E.T. Δήμου Σουφλίου,430,246,2,6,8,238,144,25,8,20,55,27,12,68,15,32,30,10,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,18,0,0,17,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,1,0,0,0
1 - Έβρου,327 E.T. Δήμου Σουφλίου,442,296,1,8,9,287,98,5,1,7,67,38,18,145,79,17,36,27,5,21,0,0,0,0,0,0,27,0,7,6,0,8,7,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,328 E.T. Δήμου Σουφλίου,357,325,9,5,14,311,65,28,7,13,11,8,12,134,37,41,13,11,24,55,25,6,6,2,3,5,11,4,3,1,1,4,1,4,1,0,1,2,1,1,3,0,1,0,1,0,0,0,2,1,2,1,26,0,0,0,26,2,0,23,13,4,2,3,2,6,0,0,0,0,0,2,2,0,0,1,0,0,0,11,1,0,1,2,1,0,0,0,0,4,2
1 - Έβρου,329 E.T. Δήμου Σουφλίου,383,140,3,0,3,137,58,3,2,10,38,2,3,54,13,24,26,7,2,4,0,0,0,0,0,0,6,2,2,0,0,1,1,14,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,330 E.T. Δήμου Σουφλίου,384,163,2,0,2,161,67,1,0,5,39,0,0,70,17,24,26,17,0,0,0,0,0,0,0,0,6,2,3,0,0,3,0,10,6,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,331 E.T. Δήμου Σουφλίου,503,358,7,5,12,346,80,15,13,37,27,15,8,152,42,71,17,14,23,17,24,4,3,3,0,3,19,2,6,3,3,8,1,25,7,11,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,1,0,2,4,4,1,0,0,0,0,3,1,1,0,0,0,0,0,12,2,2,1,1,4,1,1,1,0,2,1
1 - Έβρου,332 E.T. Δήμου Σουφλίου,502,302,9,3,12,290,65,12,12,35,10,17,10,145,40,62,21,17,21,63,9,4,3,2,0,0,24,10,9,5,1,5,0,14,4,9,1,1,3,1,3,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,11,8,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,8,4,2,1,4,3,2,0,1,1,3,1
1 - Έβρου,333 E.T. Δήμου Σουφλίου,510,287,1,0,1,286,91,17,13,35,17,21,10,130,26,59,23,11,23,47,9,3,2,3,0,0,12,1,8,5,0,3,1,15,3,3,0,2,7,5,3,0,1,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,10,7,1,0,0,2,0,0,0,0,0,0,3,0,1,2,1,0,0,0,8,1,4,1,4,0,0,0,0,0,2,0
1 - Έβρου,334 E.T. Δήμου Σουφλίου,511,273,4,4,8,265,60,17,7,26,13,20,11,132,40,54,18,17,31,55,15,6,7,4,3,0,15,1,5,3,0,5,4,18,7,8,2,3,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5,0,0,2,0,5,1,3,4,0,1,0
1 - Έβρου,335 E.T. Δήμου Σουφλίου,504,302,4,5,9,293,72,18,23,26,15,18,16,137,37,62,25,24,22,47,14,6,6,4,1,0,13,3,9,1,0,4,0,18,8,8,1,3,3,1,5,3,1,1,0,0,0,0,2,2,2,0,2,0,0,0,1,0,0,17,15,4,0,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,4,1,1,3,1,5,2,2,1,1,2,1
1 - Έβρου,336 E.T. Δήμου Σουφλίου,502,265,5,2,7,258,71,14,7,29,12,12,9,117,33,57,16,8,16,45,12,4,6,4,0,0,20,3,3,6,4,8,0,12,0,7,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,6,2,0,0,0,2,1,0,0,1,2,0
1 - Έβρου,337 E.T. Δήμου Σουφλίου,501,307,3,5,8,299,55,9,9,29,13,9,9,163,33,87,13,21,32,49,12,3,5,2,2,0,11,2,2,1,1,3,0,8,2,3,0,1,1,1,6,0,2,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,28,18,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,3,2,1,0,1,1,1
1 - Έβρου,338 E.T. Δήμου Σουφλίου,503,272,5,1,6,266,60,18,10,32,11,15,7,138,38,64,17,11,22,51,10,5,2,2,2,0,24,0,12,6,0,13,2,6,1,1,1,1,3,0,4,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,9,1,2,1,2,2,0,0,0,0,0,3,2,0,1,1,0,0,0,5,2,2,1,2,1,1,0,0,1,2,1
1 - Έβρου,339 E.T. Δήμου Σουφλίου,240,95,4,3,7,88,45,13,10,11,20,1,11,27,2,10,10,5,17,2,2,2,0,1,1,0,4,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,7,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,340 E.T. Δήμου Σουφλίου,540,332,4,7,11,321,119,15,3,24,73,4,8,175,28,22,126,2,3,34,1,0,0,1,1,0,15,1,6,5,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,1,0,1,0,1,0,1,1,0,0,0
1 - Έβρου,341 E.T. Δήμου Σουφλίου,502,245,5,1,6,239,33,8,7,8,17,3,6,181,55,81,56,37,27,28,9,4,2,5,2,1,0,0,0,0,0,0,0,4,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,1
